BULK CARRIER,Date,HANDYSIZE,SMAX/ULTRA,PANAMAX,CAPESIZE,
Week 49,3 Dec 2014,"7,950","9,300","9,000","11,000",Week 49|2014-12-03
Week 2,1 Jan 2015,"7,850","9,300","9,000","8,000",Week 2|2015-01-01
Week 3,8 Jan 2015,"7,850","8,500","7,950","9,850",Week 3|2015-01-08
Week 4,15 Jan 2015,"7,000","8,000","7,850","10,350",Week 4|2015-01-15
Week 5,22 Jan 2015,"7,000","7,850","7,750","10,000",Week 5|2015-01-22
Week 6,29 Jan 2015,"6,500","7,650","7,350","9,000",Week 6|2015-01-29
Week 7,5 Feb 2015,"6,150","7,150","7,450","9,550",Week 7|2015-02-05
Week 8,12 Feb 2015,"6,000","7,000","7,500","9,000",Week 8|2015-02-12
Week 9,19 Feb 2015,"6,000","6,850","7,650","9,000",Week 9|2015-02-19
Week 10,26 Feb 2015,"6,350","7,500","7,750","9,000",Week 10|2015-02-26
Week 11,5 Mar 2015,"6,550","7,850","7,750","8,850",Week 11|2015-03-05
Week 12,12 Mar 2015,"6,650","7,950","7,750","8,850",Week 12|2015-03-12
Week 13,19 Mar 2015,"6,800","7,950","7,650","9,750",Week 13|2015-03-19
Week 14,26 Mar 2015,"6,555","7,650","7,550","9,450",Week 14|2015-03-26
Week 15,2 Apr 2015,"6,450","7,550","7,350","9,250",Week 15|2015-04-02
Week 16,9 Apr 2015,"6,450","7,550","7,350","9,250",Week 16|2015-04-09
Week 17,16 Apr 2015,"6,000","6,600","6,850","8,850",Week 17|2015-04-16
Week 18,23 Apr 2015,"6,000","6,600","6,850","8,500",Week 18|2015-04-23
Week 19,30 Apr 2015,"6,000","6,600","6,750","9,850",Week 19|2015-04-30
Week 20,7 May 2015,"6,000","6,600","6,750","9,850",Week 20|2015-05-07
Week 21,14 May 2015,"6,000","6,700","6,350","9,000",Week 21|2015-05-14
Week 22,21 May 2015,"6,000","6,600","6,000","8,000",Week 22|2015-05-21
Week 23,28 May 2015,"6,000","6,750","6,500","8,000",Week 23|2015-05-28
Week 24,4 Jun 2015,"6,000","6,850","6,800","8,300",Week 24|2015-06-04
Week 25,11 Jun 2015,"6,200","7,550","7,650","10,200",Week 25|2015-06-11
Week 26,18 Jun 2015,"6,250","7,750","7,850","11,250",Week 26|2015-06-18
Week 27,25 Jun 2015,"6,250","7,750","7,750","10,850",Week 27|2015-06-25
Week 28,2 Jul 2015,"6,500","7,750","7,750","11,250",Week 28|2015-07-02
Week 29,9 Jul 2015,"6,850","8,000","8,250","13,500",Week 29|2015-07-09
Week 30,16 Jul 2015,"6,950","8,200","8,500","14,000",Week 30|2015-07-16
Week 31,23 Jul 2015,"7,000","9,000","8,500","14,850",Week 31|2015-07-23
Week 32,30 Jul 2015,"7,000","9,000","8,500","15,500",Week 32|2015-07-30
Week 33,6 Aug 2015,"7,000","9,000","8,500","15,500",Week 33|2015-08-06
Week 34,13 Aug 2015,"7,200","9,150","8,500","14,750",Week 34|2015-08-13
Week 35,20 Aug 2015,"7,200","9,000","8,500","12,500",Week 35|2015-08-20
Week 36,27 Aug 2015,"7,000","8,500","9,750","12,500",Week 36|2015-08-27
Week 37,3 Sep 2015,"6,750","8,150","7,750","12,000",Week 37|2015-09-03
Week 38,10 Sep 2015,"6,550","8,000","7,550","12,000",Week 38|2015-09-10
Week 39,17 Sep 2015,"6,550","7,850","7,750","12,000",Week 39|2015-09-17
Week 40,24 Sep 2015,"6,400","7,700","7,750","12,000",Week 40|2015-09-24
Week 41,1 Oct 2015,"6,400","7,700","7,500","12,000",Week 41|2015-10-01
Week 42,8 Oct 2015,"6,200","7,600","7,500","11,500",Week 42|2015-10-08
Week 43,15 Oct 2015,"6,100","7,600","7,500","11,500",Week 43|2015-10-15
Week 44,22 Oct 2015,"5,800","7,000","6,750","11,000",Week 44|2015-10-22
Week 45,29 Oct 2015,"5,800","7,000","6,750","10,250",Week 45|2015-10-29
Week 46,5 Nov 2015,"5,800","7,000","6,750","10,250",Week 46|2015-11-05
Week 47,12 Nov 2015,"5,000","5,750","5,800","8,250",Week 47|2015-11-12
Week 48,19 Nov 2015,"5,000","5,750","5,800","8,750",Week 48|2015-11-19
Week 49,26 Nov 2015,"5,000","5,750","5,700","8,750",Week 49|2015-11-26
Week 50,3 Dec 2015,"5,000","5,350","5,250","7,850",Week 50|2015-12-03
Week 51,10 Dec 2015,"4,900","5,250","5,250","7,000",Week 51|2015-12-10
Week 52,17 Dec 2015,"4,900","5,250","5,250","7,000",Week 52|2015-12-17
Week 53,24 Dec 2015,"4,900","5,250","5,250","7,000",Week 53|2015-12-24
Week 1,31 Dec 2015,"4,900","5,250","5,250","7,000",Week 1|2015-12-31
Week 2,1 Jan 2016,"4,650","4,900","4,800","4,750",Week 2|2016-01-01
Week 3,8 Jan 2016,"4,650","4,500","4,800","4,500",Week 3|2016-01-08
Week 4,15 Jan 2016,"4,500","4,250","4,500","4,500",Week 4|2016-01-15
Week 5,22 Jan 2016,"4,000","4,100","4,150","4,250",Week 5|2016-01-22
Week 6,29 Jan 2016,"4,000","4,100","4,150","4,250",Week 6|2016-01-29
Week 7,5 Feb 2016,"4,150","4,250","4,450","4,500",Week 7|2016-02-05
Week 8,12 Feb 2016,"4,250","4,650","4,600","4,500",Week 8|2016-02-12
Week 9,19 Feb 2016,"4,250","4,650","4,600","4,500",Week 9|2016-02-19
Week 10,26 Feb 2016,"4,500","5,000","5,350","4,500",Week 10|2016-02-26
Week 11,4 Mar 2016,"4,750","5,150","5,550","4,750",Week 11|2016-03-04
Week 12,11 Mar 2016,"4,750","5,450","5,550","4,750",Week 12|2016-03-11
Week 13,18 Mar 2016,"4,900","5,450","5,600","5,100",Week 13|2016-03-18
Week 14,25 Mar 2016,"4,900","5,450","5,600","5,950",Week 14|2016-03-25
Week 15,1 Apr 2016,"5,400","5,850","5,650","6,950",Week 15|2016-04-01
Week 16,8 Apr 2016,"5,500","6,100","6,000","8,000",Week 16|2016-04-08
Week 17,15 Apr 2016,"5,650","6,300","6,000","8,000",Week 17|2016-04-15
Week 18,22 Apr 2016,"5,850","6,400","6,000","8,500",Week 18|2016-04-22
Week 19,29 Apr 2016,"5,700","6,000","5,400","8,100",Week 19|2016-04-29
Week 20,6 May 2016,"5,400","5,500","5,300","7,800",Week 20|2016-05-06
Week 21,13 May 2016,"5,000","5,500","5,300","7,800",Week 21|2016-05-13
Week 22,20 May 2016,"4,900","5,700","5,200","7,900",Week 22|2016-05-20
Week 23,27 May 2016,"4,900","5,700","5,300","8,100",Week 23|2016-05-27
Week 24,3 Jun 2016,"4,750","5,500","5,200","8,400",Week 24|2016-06-03
Week 25,10 Jun 2016,"4,750","5,700","5,200","8,400",Week 25|2016-06-10
Week 26,17 Jun 2016,"5,000","5,700","6,000","9,100",Week 26|2016-06-17
Week 27,24 Jun 2016,"5,200","6,000","6,400","9,200",Week 27|2016-06-24
Week 28,1 Jul 2016,"5,500","6,000","6,600","9,200",Week 28|2016-07-01
Week 29,8 Jul 2016,"5,500","6,700","7,000","9,200",Week 29|2016-07-08
Week 30,15 Jul 2016,"5,600","6,300","6,500","8,700",Week 30|2016-07-15
Week 31,22 Jul 2016,"5,300","6,100","6,100","8,500",Week 31|2016-07-22
Week 32,29 Jul 2016,"5,300","6,000","6,200","8,100",Week 32|2016-07-29
Week 33,5 Aug 2016,"5,300","6,200","6,200","7,800",Week 33|2016-08-05
Week 34,12 Aug 2016,"5,300","6,400","6,000","7,800",Week 34|2016-08-12
Week 35,19 Aug 2016,"5,750","6,500","6,500","8,000",Week 35|2016-08-19
Week 36,26 Aug 2016,"5,750","6,700","6,000","8,700",Week 36|2016-08-26
Week 37,2 Sep 2016,"5,750","6,700","5,800","9,600",Week 37|2016-09-02
Week 38,9 Sep 2016,"6,000","6,500","6,250","10,000",Week 38|2016-09-09
Week 39,16 Sep 2016,"6,300","6,850","6,500","9,200",Week 39|2016-09-16
Week 40,23 Sep 2016,"6,300","6,750","6,200","9,200",Week 40|2016-09-23
Week 41,30 Sep 2016,"6,300","6,750","6,750","9,000",Week 41|2016-09-30
Week 42,7 Oct 2016,"6,300","7,050","7,000","8,800",Week 42|2016-10-07
Week 43,14 Oct 2016,"6,000","6,850","7,000","8,800",Week 43|2016-10-14
Week 44,21 Oct 2016,"6,000","6,600","6,850","8,800",Week 44|2016-10-21
Week 45,28 Oct 2016,"5,800","6,250","6,850","9,000",Week 45|2016-10-28
Week 46,4 Nov 2016,"5,800","6,500","7,650","11,500",Week 46|2016-11-04
Week 47,11 Nov 2016,"5,800","6,750","8,350","12,000",Week 47|2016-11-11
Week 48,18 Nov 2016,"6,000","6,750","8,000","12,000",Week 48|2016-11-18
Week 49,25 Nov 2016,"6,000","6,500","8,350","11,000",Week 49|2016-11-25
Week 50,2 Dec 2016,"6,000","6,500","7,250","8,900",Week 50|2016-12-02
Week 51,9 Dec 2016,"6,000","8,200","7,000","8,700",Week 51|2016-12-09
Week 52,28 Dec 2016,"5,750","6,250","6,750","7,000",Week 52|2016-12-28
Week 1,4 Jan 2017,"5,750","6,250","6,500","8,000",Week 1|2017-01-04
Week 2,11 Jan 2017,"5,750","6,000","7,000","8,500",Week 2|2017-01-11
Week 3,18 Jan 2017,"5,750","5,500","7,250","8,500",Week 3|2017-01-18
Week 4,25 Jan 2017,"5,500","5,750","7,250","8,500",Week 4|2017-01-25
Week 5,1 Feb 2017,"5,500","5,250","7,500","8,500",Week 5|2017-02-01
Week 6,8 Feb 2017,"5,500","5,850","7,800","8,000",Week 6|2017-02-08
Week 7,15 Feb 2017,"6,000","6,250","8,600","8,000",Week 7|2017-02-15
Week 8,22 Feb 2017,"6,400","7,350","8,600","8,500",Week 8|2017-02-22
Week 9,1 Mar 2017,"6,750","7,500","9,000","8,000",Week 9|2017-03-01
Week 10,8 Mar 2017,"7,250","8,250","11,000","10,500",Week 10|2017-03-08
Week 11,15 Mar 2017,"7,250","8,500","10,750","13,500",Week 11|2017-03-15
Week 12,22 Mar 2017,"7,250","8,500","10,250","14,500",Week 12|2017-03-22
Week 13,29 Mar 2017,"7,500","8,750","11,000","17,000",Week 13|2017-03-29
Week 14,5 Apr 2017,"7,500","9,500","11,000","15,000",Week 14|2017-04-05
Week 15,12 Apr 2017,"7,500","9,000","11,750","15,000",Week 15|2017-04-12
Week 16,19 Apr 2017,"8,000","9,500","11,750","15,000",Week 16|2017-04-19
Week 17,26 Apr 2017,"7,500","9,000","10,500","15,000",Week 17|2017-04-26
Week 18,3 May 2017,"7,250","8,750","9,500","15,000",Week 18|2017-05-03
Week 19,10 May 2017,"7,000","8,250","9,500","15,000",Week 19|2017-05-10
Week 20,17 May 2017,"7,000","8,250","9,150","14,250",Week 20|2017-05-17
Week 21,24 May 2017,"6,750","8,000","8,000","14,850",Week 21|2017-05-24
Week 22,31 May 2017,"6,750","8,000","8,000","15,000",Week 22|2017-05-31
Week 23,7 Jun 2017,"6,750","7,750","7,750","12,500",Week 23|2017-06-07
Week 24,14 Jun 2017,"7,250","8,250","8,500","13,000",Week 24|2017-06-14
Week 25,21 Jun 2017,"7,250","8,750","9,150","12,500",Week 25|2017-06-21
Week 26,28 Jun 2017,"7,350","8,750","10,000","12,250",Week 26|2017-06-28
Week 27,5 Jul 2017,"7,350","8,750","10,000","12,250",Week 27|2017-07-05
Week 28,12 Jul 2017,"7,350","9,000","9,750","11,000",Week 28|2017-07-12
Week 29,19 Jul 2017,"7,300","8,800","9,750","11,500",Week 29|2017-07-19
Week 30,26 Jul 2017,"7,300","9,500","9,500","13,500",Week 30|2017-07-26
Week 31,2 Aug 2017,"7,000","9,000","9,000","14,500",Week 31|2017-08-02
Week 32,9 Aug 2017,"7,000","8,750","9,500","13,500",Week 32|2017-08-09
Week 33,16 Aug 2017,"7,200","9,000","10,000","16,000",Week 33|2017-08-16
Week 34,23 Aug 2017,"7,200","9,500","10,259","17,000",Week 34|2017-08-23
Week 35,30 Aug 2017,"7,700","9,500","10,000","16,500",Week 35|2017-08-30
Week 36,6 Sep 2017,"7,700","9,500","10,500","15,500",Week 36|2017-09-06
Week 37,13 Sep 2017,"8,000","10,000","11,000","16,500",Week 37|2017-09-13
Week 38,20 Sep 2017,"8,750","11,000","12,500","17,000",Week 38|2017-09-20
Week 39,27 Sep 2017,"8,750","11,000","12,000","18,000",Week 39|2017-09-27
Week 40,4 Oct 2017,"8,750","11,000","11,000","16,500",Week 40|2017-10-04
Week 41,11 Oct 2017,"9,000","11,500","12,500","16,500",Week 41|2017-10-11
Week 42,18 Oct 2017,"9,250","11,750","15,500","17,500",Week 42|2017-10-18
Week 43,25 Oct 2017,"9,500","12,000","13,250","18,000",Week 43|2017-10-25
Week 44,1 Nov 2017,"9,250","11,500","13,000","18,500",Week 44|2017-11-01
Week 45,8 Nov 2017,"9,250","10,750","12,750","18,000",Week 45|2017-11-08
Week 46,15 Nov 2017,"8,750","10,350","11,000","18,500",Week 46|2017-11-15
Week 47,22 Nov 2017,"8,250","9,500","11,500","20,500",Week 47|2017-11-22
Week 48,29 Nov 2017,"8,250","9,500","11,500","20,500",Week 48|2017-11-29
Week 49,6 Dec 2017,"9,000","9,750","11,000","20,500",Week 49|2017-12-06
Week 50,13 Dec 2017,"9,000","10,000","12,250","21,000",Week 50|2017-12-13
Week 51,20 Dec 2017,"8,500","10,000","11,000","20,000",Week 51|2017-12-20
Week 52,27 Dec 2017,"8,500","10,000","10,900","20,000",Week 52|2017-12-27
Week 1,3 Jan 2018,"8,500","9,500","10,900","20,000",Week 1|2018-01-03
Week 2,10 Jan 2018,"8,750","10,250","12,500","16,500",Week 2|2018-01-10
Week 3,17 Jan 2018,"9,500","10,375","11,750","12,000",Week 3|2018-01-17
Week 4,24 Jan 2018,"8,500","10,500","12,250","15,000",Week 4|2018-01-24
Week 5,31 Jan 2018,"8,500","10,500","12,750","13,500",Week 5|2018-01-31
Week 6,7 Feb 2018,"8,500","10,300","11,500","16,000",Week 6|2018-02-07
Week 7,14 Feb 2018,"8,500","10,000","12,250","17,000",Week 7|2018-02-14
Week 8,21 Feb 2018,"8,500","11,000","11,500","17,500",Week 8|2018-02-21
Week 9,28 Feb 2018,"8,750","13,000","13,000","17,500",Week 9|2018-02-28
Week 10,7 Mar 2018,"9,000","13,000","13,500","17,250",Week 10|2018-03-07
Week 11,14 Mar 2018,"10,250","13,000","14,000","17,000",Week 11|2018-03-14
Week 12,21 Mar 2018,"10,250","13,500","14,000","16,500",Week 12|2018-03-21
Week 13,28 Mar 2018,"10,000","13,000","15,250","16,500",Week 13|2018-03-28
Week 14,4 Apr 2018,"10,250","13,000","13,250","15,500",Week 14|2018-04-04
Week 15,11 Apr 2018,"10,000","12,250","13,250","15,500",Week 15|2018-04-11
Week 16,18 Apr 2018,"10,000","12,250","13,000","14,750",Week 16|2018-04-18
Week 17,25 Apr 2018,"10,000","12,250","12,000","18,400",Week 17|2018-04-25
Week 18,2 May 2018,"10,000","12,250","12,000","18,500",Week 18|2018-05-02
Week 19,9 May 2018,"9,750","12,750","13,000","19,000",Week 19|2018-05-09
Week 20,16 May 2018,"9,000","12,650","13,000","19,000",Week 20|2018-05-16
Week 21,23 May 2018,"9,000","12,500","12,000","16,500",Week 21|2018-05-23
Week 22,30 May 2018,"9,000","11,750","12,600","18,000",Week 22|2018-05-30
Week 23,6 Jun 2018,"8,625","11,650","12,500","18,500",Week 23|2018-06-06
Week 24,13 Jun 2018,"8,625","12,500","12,500","22,000",Week 24|2018-06-13
Week 25,20 Jun 2018,"9,500","13,000","12,750","20,100",Week 25|2018-06-20
Week 26,27 Jun 2018,"9,125","12,750","12,500","19,125",Week 26|2018-06-27
Week 27,4 Jul 2018,"9,000","12,750","12,250","22,000",Week 27|2018-07-04
Week 28,11 Jul 2018,"9,500","13,250","12,500","21,500",Week 28|2018-07-11
Week 29,18 Jul 2018,"9,500","13,000","13,000","22,000",Week 29|2018-07-18
Week 30,25 Jul 2018,"9,500","13,000","13,000","22,000",Week 30|2018-07-25
Week 31,1 Aug 2018,"9,750","12,750","12,350","24,500",Week 31|2018-08-01
Week 32,8 Aug 2018,"9,750","13,850","12,350","23,000",Week 32|2018-08-08
Week 33,15 Aug 2018,"9,750","13,250","12,350","22,000",Week 33|2018-08-15
Week 34,22 Aug 2018,"10,500","12,850","12,350","22,000",Week 34|2018-08-22
Week 35,29 Aug 2018,"9,900","12,850","13,500","22,000",Week 35|2018-08-29
Week 36,5 Sep 2018,"10,000","12,850","12,500","22,000",Week 36|2018-09-05
Week 37,12 Sep 2018,"10,000","12,850","13,000","22,500",Week 37|2018-09-12
Week 38,19 Sep 2018,"10,000","12,850","14,000","21,000",Week 38|2018-09-19
Week 39,26 Sep 2018,"10,000","13,000","14,000","21,000",Week 39|2018-09-26
Week 40,3 Oct 2018,"10,000","13,250","13,900","21,000",Week 40|2018-10-03
Week 41,10 Oct 2018,"10,000","13,250","14,000","21,000",Week 41|2018-10-10
Week 42,17 Oct 2018,"10,500","13,500","15,000","21,500",Week 42|2018-10-17
Week 43,24 Oct 2018,"10,550","12,000","15,500","21,500",Week 43|2018-10-24
Week 44,31 Oct 2018,"10,650","12,750","13,000","21,000",Week 44|2018-10-31
Week 45,7 Nov 2018,"10,000","10,750","12,750","20,500",Week 45|2018-11-07
Week 46,14 Nov 2018,"9,000","10,600","13,500","18,000",Week 46|2018-11-14
Week 47,21 Nov 2018,"9,000","10,550","11,000","12,600",Week 47|2018-11-21
Week 48,28 Nov 2018,"8,950","10,500","11,000","12,600",Week 48|2018-11-28
Week 49,5 Dec 2018,"8,950","10,500","11,000","13,000",Week 49|2018-12-05
Week 50,12 Dec 2018,"9,500","11,250","13,000","13,000",Week 50|2018-12-12
Week 51,19 Dec 2018,"9,500","11,250","13,000","13,750",Week 51|2018-12-19
Week 1,1 Jan 2019,"9,000","11,000","12,500","13,750",Week 1|2019-01-01
Week 2,1 Jan 2019,"9,000","11,000","12,500","16,000",Week 2|2019-01-01
Week 3,1 Jan 2019,"9,000","10,500","12,500","16,000",Week 3|2019-01-01
Week 4,1 Jan 2019,"8,900","10,000","12,000","16,000",Week 4|2019-01-01
Week 5,1 Jan 2019,"8,000","9,750","11,500","15,000",Week 5|2019-01-01
Week 6,1 Feb 2019,"7,500","9,500","11,000","13,000",Week 6|2019-02-01
Week 7,6 Feb 2019,"7,600","9,550","9,750","12,250",Week 7|2019-02-06
Week 8,20 Feb 2019,"7,850","10,000","9,750","11,750",Week 8|2019-02-20
Week 9,27 Feb 2019,"8,000","10,000","10,250","10,500",Week 9|2019-02-27
Week 10,27 Mar 2019,"8,250","11,000","10,750","8,700",Week 10|2019-03-27
Week 11,13 Mar 2019,"8,300","11,250","10,750","8,200",Week 11|2019-03-13
Week 12,13 Mar 2019,"8,500","11,400","10,750","8,700",Week 12|2019-03-13
Week 13,13 Mar 2019,"8,600","11,450","11,250","8,700",Week 13|2019-03-13
Week 14,13 Apr 2019,"8,600","11,450","11,250","8,700",Week 14|2019-04-13
Week 15,10 Apr 2019,"8,600","11,000","11,500","9,700",Week 15|2019-04-10
Week 16,17 Apr 2019,"8,600","11,000","11,250","9,700",Week 16|2019-04-17
Week 17,24 Apr 2019,"8,600","10,500","11,250","9,700",Week 17|2019-04-24
Week 18,1 May 2019,"8,600","10,000","11,750","10,700",Week 18|2019-05-01
Week 19,8 May 2019,"8,600","10,000","12,000","12,200",Week 19|2019-05-08
Week 20,15 May 2019,"8,500","9,750","12,000","13,500",Week 20|2019-05-15
Week 21,22 May 2019,"8,500","10,000","12,000","13,500",Week 21|2019-05-22
Week 22,29 May 2019,"8,500","10,000","11,500","13,500",Week 22|2019-05-29
Week 23,5 Jun 2019,"8,500","10,000","11,500","14,000",Week 23|2019-06-05
Week 24,5 Jun 2019,"8,500","10,000","11,750","16,000",Week 24|2019-06-05
Week 25,5 Jun 2019,"8,500","10,000","11,750","16,750",Week 25|2019-06-05
Week 26,26 Jun 2019,"8,500","10,000","11,750","18,750",Week 26|2019-06-26
Week 27,26 Jul 2019,"8,500","10,000","12,000","18,750",Week 27|2019-07-26
Week 28,10 Jul 2019,"9,000","10,250","12,600","20,250",Week 28|2019-07-10
Week 29,10 Jul 2019,"9,000","11,500","14,000","26,000",Week 29|2019-07-10
Week 30,10 Jul 2019,"9,000","11,500","14,250","27,000",Week 30|2019-07-10
Week 31,10 Jul 2019,"9,000","11,500","14,250","25,500",Week 31|2019-07-10
Week 32,10 Aug 2019,"9,000","11,500","14,250","21,500",Week 32|2019-08-10
Week 33,10 Aug 2019,"9,000","11,500","12,500","20,000",Week 33|2019-08-10
Week 34,10 Aug 2019,"9,000","12,000","13,500","22,000",Week 34|2019-08-10
Week 35,10 Aug 2019,"9,000","12,000","13,500","22,500",Week 35|2019-08-10
Week 36,10 Sep 2019,"9,250","14,000","15,000","27,000",Week 36|2019-09-10
Week 37,11 Sep 2019,"9,250","13,750","14,750","26,750",Week 37|2019-09-11
Week 38,11 Sep 2019,"9,250","13,750","14,750","26,750",Week 38|2019-09-11
Week 39,11 Sep 2019,"9,250","13,750","14,500","26,500",Week 39|2019-09-11
Week 40,2 Oct 2019,"9,250","13,500","14,000","25,500",Week 40|2019-10-02
Week 41,9 Oct 2019,"8,900","13,500","14,000","25,500",Week 41|2019-10-09
Week 42,9 Oct 2019,"8,900","13,500","13,750","25,500",Week 42|2019-10-09
Week 43,9 Oct 2019,"8,900","13,000","13,750","24,500",Week 43|2019-10-09
Week 44,30 Oct 2019,"8,750","12,750","13,500","24,500",Week 44|2019-10-30
Week 45,30 Nov 2019,"8,750","12,750","13,250","23,500",Week 45|2019-11-30
Week 46,13 Nov 2019,"8,250","10,750","11,250","19,800",Week 46|2019-11-13
Week 47,20 Nov 2019,"8,250","10,250","10,875","19,800",Week 47|2019-11-20
Week 48,27 Nov 2019,"7,750","10,250","10,250","17,500",Week 48|2019-11-27
Week 49,3 Dec 2019,"7,750","10,250","10,500","20,000",Week 49|2019-12-03
Week 50,11 Dec 2019,"7,750","10,250","11,250","20,000",Week 50|2019-12-11
Week 51,15 Dec 2019,"7,750","10,250","11,750","18,000",Week 51|2019-12-15
Week 2,8 Jan 2020,"7,750","9,750","11,500","15,250",Week 2|2020-01-08
Week 3,15 Jan 2020,"7,750","9,500","10,000","13,750",Week 3|2020-01-15
Week 4,22 Jan 2020,"7,750","9,250","10,000","12,750",Week 4|2020-01-22
Week 5,29 Jan 2020,"7,750","9,000","9,500","11,750",Week 5|2020-01-29
Week 6,5 Feb 2020,"7,750","8,500","9,750","10,750",Week 6|2020-02-05
Week 7,12 Feb 2020,"7,750","8,500","9,750","10,250",Week 7|2020-02-12
Week 8,26 Feb 2020,"7,750","8,750","10,000","10,250",Week 8|2020-02-26
Week 9,4 Mar 2020,"7,750","8,750","10,000","9,750",Week 9|2020-03-04
Week 10,11 Mar 2020,"7,750","9,000","10,500","10,500",Week 10|2020-03-11
Week 11,18 Mar 2020,"8,250","9,000","10,500","10,500",Week 11|2020-03-18
Week 12,25 Mar 2020,"8,250","9,000","9,750","10,500",Week 12|2020-03-25
Week 13,25 Apr 2020,"7,750","8,500","9,500","10,000",Week 13|2020-04-25
Week 14,9 Apr 2020,"7,750","8,500","9,750","10,000",Week 14|2020-04-09
Week 15,15 Apr 2020,"7,750","8,000","9,250","10,500",Week 15|2020-04-15
Week 16,22 Apr 2020,"7,750","8,000","9,250","11,000",Week 16|2020-04-22
Week 17,28 Apr 2020,"7,500","7,750","9,000","11,000",Week 17|2020-04-28
Week 18,6 May 2020,"7,500","7,750","9,000","10,750",Week 18|2020-05-06
Week 19,13 May 2020,"7,000","7,750","8,750","9,250",Week 19|2020-05-13
Week 20,18 May 2020,"7,000","7,750","8,750","8,750",Week 20|2020-05-18
Week 21,27 May 2020,"7,000","7,750","9,000","9,250",Week 21|2020-05-27
Week 22,1 Jun 2020,"7,000","7,750","9,250","9,000",Week 22|2020-06-01
Week 23,10 Jun 2020,"7,250","8,000","9,250","11,500",Week 23|2020-06-10
Week 24,17 Jun 2020,"7,250","8,250","9,750","14,000",Week 24|2020-06-17
Week 25,17 Jun 2020,"8,250","9,250","11,750","18,000",Week 25|2020-06-17
Week 26,24 Jun 2020,"8,500","9,750","12,000","18,500",Week 26|2020-06-24
Week 27,1 Jul 2020,"8,750","10,500","12,250","19,500",Week 27|2020-07-01
Week 28,8 Jul 2020,"8,750","11,500","12,000","20,500",Week 28|2020-07-08
Week 29,15 Jul 2020,"8,750","11,500","12,000","20,000",Week 29|2020-07-15
Week 30,21 Jul 2020,"8,250","10,500","11,250","18,500",Week 30|2020-07-21
Week 31,29 Jul 2020,"8,250","10,500","11,250","17,000",Week 31|2020-07-29
Week 32,4 Aug 2020,"8,250","10,000","11,250","16,750",Week 32|2020-08-04
Week 33,12 Aug 2020,"8,250","10,000","11,750","16,750",Week 33|2020-08-12
Week 34,19 Aug 2020,"8,500","10,500","11,800","16,750",Week 34|2020-08-19
Week 35,26 Aug 2020,"8,500","10,500","11,800","16,750",Week 35|2020-08-26
Week 36,1 Sep 2020,"8,500","10,500","11,500","16,500",Week 36|2020-09-01
Week 37,9 Sep 2020,"8,500","10,500","11,500","16,250",Week 37|2020-09-09
Week 38,16 Sep 2020,"8,500","10,500","11,500","16,250",Week 38|2020-09-16
Week 39,23 Sep 2020,"8,500","10,500","11,500","16,250",Week 39|2020-09-23
Week 40,30 Sep 2020,"8,500","10,500","11,750","17,500",Week 40|2020-09-30
Week 41,7 Oct 2020,"8,500","10,500","11,750","18,500",Week 41|2020-10-07
Week 42,14 Oct 2020,"8,500","10,500","12,250","13,500",Week 42|2020-10-14
Week 43,21 Oct 2020,"8,500","10,500","12,000","13,500",Week 43|2020-10-21
Week 44,28 Oct 2020,"8,500","10,500","11,500","13,500",Week 44|2020-10-28
Week 45,4 Nov 2020,"8,500","10,250","11,000","13,000",Week 45|2020-11-04
Week 46,11 Nov 2020,"8,500","10,000","10,750","12,500",Week 46|2020-11-11
Week 47,18 Nov 2020,"8,500","10,000","10,250","12,000",Week 47|2020-11-18
Week 48,25 Nov 2020,"8,750","10,000","10,250","12,000",Week 48|2020-11-25
Week 49,2 Dec 2020,"8,750","10,000","11,250","12,500",Week 49|2020-12-02
Week 50,9 Dec 2020,"8,750","10,000","11,500","12,750",Week 50|2020-12-09
Week 51,16 Dec 2020,"8,750","10,000","11,750","13,000",Week 51|2020-12-16
Week 1,6 Jan 2021,"8,750","10,000","11,750","13,000",Week 1|2021-01-06
Week 2,13 Jan 2021,"9,000","10,250","12,250","16,000",Week 2|2021-01-13
Week 3,20 Jan 2021,"9,250","10,500","12,500","16,250",Week 3|2021-01-20
Week 4,27 Jan 2021,"9,750","12,250","12,750","17,250",Week 4|2021-01-27
Week 5,3 Feb 2021,"10,250","13,250","12,250","17,500",Week 5|2021-02-03
Week 6,9 Feb 2021,"10,500","13,500","13,125","15,500",Week 6|2021-02-09
Week 7,17 Feb 2021,"10,750","14,000","14,500","16,000",Week 7|2021-02-17
Week 8,24 Feb 2021,"12,250","15,750","17,750","17,000",Week 8|2021-02-24
Week 9,3 Mar 2021,"16,000","18,750","20,000","17,750",Week 9|2021-03-03
Week 10,10 Mar 2021,"16,250","19,750","18,500","20,250",Week 10|2021-03-10
Week 11,17 Mar 2021,"18,250","21,750","18,750","21,000",Week 11|2021-03-17
Week 12,22 Mar 2021,"18,250","22,250","21,875","23,500",Week 12|2021-03-22
Week 13,31 Mar 2021,"16,250","20,500","21,000","23,500",Week 13|2021-03-31
Week 14,7 Apr 2021,"16,000","20,500","21,000","24,000",Week 14|2021-04-07
Week 15,14 Apr 2021,"16,000","20,500","18,250","26,000",Week 15|2021-04-14
Week 16,21 Apr 2021,"19,500","22,500","21,000","26,000",Week 16|2021-04-21
