date,port,total_throughput_mt,iron_ore_exports_mt,destinations_t,mom_pct,yoy_pct,provenance
2026-08-01,Port Hedland,46.605,46.605,"{""China"": 38000572.0, ""India"": 547374.0, ""Indonesia"": 1061738.0, ""Japan"": 1823627.0, ""Korea, Republic of"": 4104546.0, ""Malaysia"": 164474.0, ""Taiwan, Province of China"": 454005.0, ""Vietnam"": 448282.0}",5.38,5.16,live_ppa_pdf
2018-07-01,Port of Dampier,13.815,11.008,,-7.69,-2.61,live_ppa_dampier_fy
2018-08-01,Port of Dampier,14.379,11.837,,7.53,0.19,live_ppa_dampier_fy
2018-09-01,Port of Dampier,14.44,11.886,,0.41,-9.12,live_ppa_dampier_fy
2018-10-01,Port of Dampier,15.418,12.53,,5.42,-0.62,live_ppa_dampier_fy
2018-11-01,Port of Dampier,13.756,11.014,,-12.1,-1.99,live_ppa_dampier_fy
2018-12-01,Port of Dampier,16.206,13.13,,19.21,-5.55,live_ppa_dampier_fy
2019-01-01,Port of Dampier,12.607,9.888,,-24.69,-10.12,live_ppa_dampier_fy
2019-02-01,Port of Dampier,14.553,12.056,,21.93,5.49,live_ppa_dampier_fy
2019-03-01,Port of Dampier,12.589,10.329,,-14.32,-10.04,live_ppa_dampier_fy
2019-04-01,Port of Dampier,15.467,12.8,,23.92,2.07,live_ppa_dampier_fy
2019-05-01,Port of Dampier,15.941,13.439,,4.99,1.05,live_ppa_dampier_fy
2019-06-01,Port of Dampier,13.825,11.311,,-15.83,-5.15,live_ppa_dampier_fy
2019-07-01,Port of Dampier,13.951,11.186,,-1.11,1.62,live_ppa_dampier_fy
2019-08-01,Port of Dampier,14.938,12.348,,10.39,4.32,live_ppa_dampier_fy
2019-09-01,Port of Dampier,13.477,11.312,,-8.39,-4.83,live_ppa_dampier_fy
2019-10-01,Port of Dampier,12.975,10.516,,-7.04,-16.07,live_ppa_dampier_fy
2019-11-01,Port of Dampier,14.592,11.888,,13.05,7.94,live_ppa_dampier_fy
2019-12-01,Port of Dampier,15.89,12.988,,9.25,-1.08,live_ppa_dampier_fy
2020-01-01,Port of Dampier,13.006,10.383,,-20.06,5.01,live_ppa_dampier_fy
2020-02-01,Port of Dampier,9.931,7.928,,-23.64,-34.24,live_ppa_dampier_fy
2020-03-01,Port of Dampier,15.486,12.762,,60.97,23.56,live_ppa_dampier_fy
2020-04-01,Port of Dampier,15.152,12.207,,-4.35,-4.63,live_ppa_dampier_fy
2020-05-01,Port of Dampier,13.625,10.809,,-11.45,-19.57,live_ppa_dampier_fy
2020-06-01,Port of Dampier,14.906,12.082,,11.78,6.82,live_ppa_dampier_fy
2021-07-01,Port of Dampier,12.958,10.724,,15.77,-13.86,live_ppa_dampier_fy
2021-08-01,Port of Dampier,14.017,12.015,,12.04,14.87,live_ppa_dampier_fy
2021-09-01,Port of Dampier,14.594,12.132,,0.97,0.18,live_ppa_dampier_fy
2021-10-01,Port of Dampier,13.244,10.748,,-11.41,-7.93,live_ppa_dampier_fy
2021-11-01,Port of Dampier,14.835,12.456,,15.89,6.93,live_ppa_dampier_fy
2021-12-01,Port of Dampier,15.816,13.248,,6.36,-2.97,live_ppa_dampier_fy
2022-01-01,Port of Dampier,13.049,10.883,,-17.85,-2.92,live_ppa_dampier_fy
2022-02-01,Port of Dampier,11.609,9.276,,-14.77,-13.05,live_ppa_dampier_fy
2022-03-01,Port of Dampier,12.068,9.743,,5.03,-15.89,live_ppa_dampier_fy
2022-04-01,Port of Dampier,12.662,9.921,,1.83,-11.41,live_ppa_dampier_fy
2022-05-01,Port of Dampier,12.464,10.588,,6.72,-0.84,live_ppa_dampier_fy
2022-06-01,Port of Dampier,14.57,12.0,,13.34,29.55,live_ppa_dampier_fy
2024-06-01,Port of Dampier,15.275,12.875,,2.03,7.26,live_ppa_dampier_fy
2026-07-01,Port of Dampier,14.692,12.587,,-7.18,2.94,live_ppa_dampier_fy
2026-08-01,Port of Dampier,14.841,12.8,,1.69,-7.56,live_ppa_dampier_fy
