date,portid,portname,country,hub_code,daily_port_calls_total,daily_port_calls_dry_bulk,daily_port_calls_tanker,daily_port_calls_container,import_dry_bulk_kt,export_dry_bulk_kt,import_tanker_kt,export_tanker_kt
2019-08-25,port1069,Qingdao Port,China,port1069,37.0,8.0,4.0,22.0,220.64,59.41,69.24,23.02
2019-08-26,port1069,Qingdao Port,China,port1069,32.0,6.0,5.0,18.0,375.67,8.93,315.91,5.34
2019-08-27,port1069,Qingdao Port,China,port1069,26.0,0.0,4.0,18.0,0.0,0.0,113.07,13.7
2019-08-28,port1069,Qingdao Port,China,port1069,28.0,4.0,4.0,18.0,231.89,0.0,274.16,6.92
2019-08-29,port1069,Qingdao Port,China,port1069,35.0,4.0,5.0,20.0,279.14,4.46,0.0,82.33
2019-08-30,port1069,Qingdao Port,China,port1069,32.0,4.0,8.0,20.0,204.79,4.46,160.66,101.1
2019-08-31,port1069,Qingdao Port,China,port1069,28.0,5.0,3.0,17.0,333.22,56.74,15.88,28.16
2019-09-01,port1069,Qingdao Port,China,port1069,23.0,1.0,3.0,13.0,7.51,0.0,291.09,0.0
2019-09-02,port1069,Qingdao Port,China,port1069,30.0,2.0,5.0,21.0,183.82,13.3,11.9,14.97
2019-09-03,port1069,Qingdao Port,China,port1069,30.0,8.0,2.0,19.0,586.12,13.39,1.33,0.0
2019-09-04,port1069,Qingdao Port,China,port1069,29.0,4.0,5.0,15.0,100.36,0.27,180.6,11.57
2019-09-05,port1069,Qingdao Port,China,port1069,30.0,6.0,5.0,16.0,249.89,49.25,9.94,27.44
2019-09-06,port1069,Qingdao Port,China,port1069,20.0,2.0,2.0,16.0,167.9,0.0,32.78,1.53
2019-09-07,port1069,Qingdao Port,China,port1069,30.0,2.0,5.0,15.0,117.16,0.0,60.92,38.29
2019-09-08,port1069,Qingdao Port,China,port1069,30.0,4.0,2.0,23.0,408.46,4.46,142.58,0.0
2019-09-09,port1069,Qingdao Port,China,port1069,28.0,6.0,5.0,13.0,358.83,13.79,113.04,13.34
2019-09-10,port1069,Qingdao Port,China,port1069,32.0,4.0,5.0,21.0,241.62,0.0,327.55,22.16
2019-09-11,port1069,Qingdao Port,China,port1069,28.0,3.0,5.0,19.0,213.59,0.0,85.54,4.86
2019-09-12,port1069,Qingdao Port,China,port1069,35.0,8.0,3.0,22.0,323.32,7.19,173.22,47.81
2019-09-13,port1069,Qingdao Port,China,port1069,40.0,4.0,9.0,23.0,260.42,0.0,177.54,61.65
2019-09-14,port1069,Qingdao Port,China,port1069,27.0,5.0,4.0,17.0,184.16,4.46,38.56,17.26
2019-09-15,port1069,Qingdao Port,China,port1069,29.0,3.0,6.0,17.0,274.49,0.0,130.44,18.68
2019-09-16,port1069,Qingdao Port,China,port1069,28.0,3.0,2.0,18.0,257.17,0.0,5.94,6.93
2019-09-17,port1069,Qingdao Port,China,port1069,30.0,2.0,6.0,17.0,169.8,0.0,206.54,83.12
2019-09-18,port1069,Qingdao Port,China,port1069,28.0,2.0,4.0,19.0,85.72,4.46,275.37,0.0
2019-09-19,port1069,Qingdao Port,China,port1069,34.0,4.0,6.0,20.0,160.53,22.32,272.08,9.24
2019-09-20,port1069,Qingdao Port,China,port1069,40.0,5.0,5.0,23.0,332.54,29.39,271.92,14.22
2019-09-21,port1069,Qingdao Port,China,port1069,22.0,2.0,4.0,14.0,174.9,0.0,294.6,22.82
2019-09-22,port1069,Qingdao Port,China,port1069,16.0,3.0,1.0,11.0,174.88,83.37,0.0,0.0
2019-09-23,port1069,Qingdao Port,China,port1069,33.0,2.0,5.0,20.0,169.59,0.0,153.29,86.62
2019-09-24,port1069,Qingdao Port,China,port1069,28.0,3.0,4.0,17.0,67.08,3.74,393.72,3.91
2019-09-25,port1069,Qingdao Port,China,port1069,41.0,8.0,6.0,20.0,339.28,50.06,11.16,46.64
2019-09-26,port1069,Qingdao Port,China,port1069,27.0,6.0,6.0,11.0,106.7,194.76,115.85,52.71
2019-09-27,port1069,Qingdao Port,China,port1069,36.0,5.0,7.0,22.0,494.34,38.13,139.95,47.49
2019-09-28,port1069,Qingdao Port,China,port1069,30.0,5.0,6.0,17.0,88.17,66.35,106.97,62.89
2019-09-29,port1069,Qingdao Port,China,port1069,33.0,2.0,6.0,18.0,46.13,0.0,146.8,9.29
2019-09-30,port1069,Qingdao Port,China,port1069,31.0,3.0,4.0,18.0,171.16,48.26,252.07,9.38
2019-10-01,port1069,Qingdao Port,China,port1069,35.0,4.0,5.0,22.0,240.85,0.0,273.92,49.74
2019-10-02,port1069,Qingdao Port,China,port1069,32.0,4.0,4.0,16.0,178.4,17.76,276.41,59.65
2019-10-03,port1069,Qingdao Port,China,port1069,23.0,5.0,2.0,13.0,154.91,4.46,102.81,1.41
2019-10-04,port1069,Qingdao Port,China,port1069,29.0,3.0,6.0,17.0,329.86,0.0,339.71,13.39
2019-10-05,port1069,Qingdao Port,China,port1069,16.0,1.0,1.0,10.0,0.0,4.56,83.0,0.0
2019-10-06,port1069,Qingdao Port,China,port1069,21.0,6.0,4.0,8.0,235.0,0.0,49.54,21.5
2019-10-07,port1069,Qingdao Port,China,port1069,35.0,6.0,8.0,14.0,217.56,2.2,705.91,19.69
2019-10-08,port1069,Qingdao Port,China,port1069,26.0,4.0,4.0,16.0,316.06,3.74,0.0,19.87
2019-10-09,port1069,Qingdao Port,China,port1069,32.0,3.0,3.0,19.0,75.7,203.77,127.94,8.86
2019-10-10,port1069,Qingdao Port,China,port1069,25.0,4.0,4.0,15.0,310.45,8.93,281.33,12.02
2019-10-11,port1069,Qingdao Port,China,port1069,27.0,5.0,1.0,19.0,180.52,18.5,0.0,2.47
2019-10-12,port1069,Qingdao Port,China,port1069,26.0,4.0,5.0,13.0,254.78,0.0,105.86,35.46
2019-10-13,port1069,Qingdao Port,China,port1069,38.0,6.0,4.0,26.0,366.07,8.21,2.04,33.33
2019-10-14,port1069,Qingdao Port,China,port1069,28.0,3.0,5.0,17.0,128.31,52.89,253.41,45.0
2019-10-15,port1069,Qingdao Port,China,port1069,30.0,4.0,1.0,18.0,427.41,0.0,0.0,2.31
2019-10-16,port1069,Qingdao Port,China,port1069,25.0,3.0,3.0,15.0,46.69,0.0,0.0,37.04
2019-10-17,port1069,Qingdao Port,China,port1069,19.0,4.0,2.0,11.0,125.19,13.45,5.94,45.85
2019-10-18,port1069,Qingdao Port,China,port1069,39.0,3.0,8.0,23.0,33.82,0.0,237.67,63.71
2019-10-19,port1069,Qingdao Port,China,port1069,34.0,5.0,8.0,18.0,35.08,74.66,161.91,38.58
2019-10-20,port1069,Qingdao Port,China,port1069,25.0,1.0,4.0,15.0,164.91,0.0,9.94,53.67
2019-10-21,port1069,Qingdao Port,China,port1069,43.0,4.0,9.0,24.0,180.9,3.86,351.92,83.54
2019-10-22,port1069,Qingdao Port,China,port1069,25.0,1.0,4.0,16.0,0.0,0.0,103.54,80.08
2019-10-23,port1069,Qingdao Port,China,port1069,32.0,1.0,5.0,18.0,155.68,0.0,478.16,15.64
2019-10-24,port1069,Qingdao Port,China,port1069,28.0,3.0,4.0,19.0,261.57,3.74,230.02,7.09
2019-10-25,port1069,Qingdao Port,China,port1069,29.0,3.0,4.0,21.0,220.36,6.9,159.84,16.43
2019-10-26,port1069,Qingdao Port,China,port1069,34.0,5.0,6.0,21.0,325.51,59.98,0.0,109.15
2019-10-27,port1069,Qingdao Port,China,port1069,34.0,5.0,6.0,20.0,250.84,25.27,149.13,62.18
2019-10-28,port1069,Qingdao Port,China,port1069,37.0,6.0,10.0,17.0,307.31,1.09,228.94,70.4
2019-10-29,port1069,Qingdao Port,China,port1069,30.0,5.0,3.0,16.0,134.61,23.07,286.73,2.85
2019-10-30,port1069,Qingdao Port,China,port1069,25.0,2.0,4.0,18.0,91.73,0.0,264.06,37.93
2019-10-31,port1069,Qingdao Port,China,port1069,22.0,3.0,2.0,14.0,170.56,2.89,86.82,1.18
2019-11-01,port1069,Qingdao Port,China,port1069,31.0,2.0,5.0,19.0,101.64,4.46,10.94,107.49
2019-11-02,port1069,Qingdao Port,China,port1069,39.0,2.0,4.0,26.0,134.12,4.46,151.18,31.35
2019-11-03,port1069,Qingdao Port,China,port1069,28.0,4.0,4.0,15.0,351.47,4.46,311.21,46.46
2019-11-04,port1069,Qingdao Port,China,port1069,31.0,3.0,5.0,21.0,86.51,4.46,402.66,26.5
2019-11-05,port1069,Qingdao Port,China,port1069,27.0,3.0,4.0,16.0,1.11,2.43,143.51,17.16
2019-11-06,port1069,Qingdao Port,China,port1069,32.0,4.0,3.0,21.0,88.78,56.02,327.62,11.08
2019-11-07,port1069,Qingdao Port,China,port1069,27.0,3.0,3.0,19.0,91.33,70.19,145.61,0.0
2019-11-08,port1069,Qingdao Port,China,port1069,37.0,6.0,5.0,24.0,447.34,4.46,164.81,4.66
2019-11-09,port1069,Qingdao Port,China,port1069,32.0,5.0,4.0,16.0,221.22,22.33,198.45,1.47
2019-11-10,port1069,Qingdao Port,China,port1069,23.0,4.0,0.0,15.0,260.57,21.53,0.0,0.0
2019-11-11,port1069,Qingdao Port,China,port1069,35.0,7.0,8.0,17.0,276.76,59.59,507.21,29.32
2019-11-12,port1069,Qingdao Port,China,port1069,35.0,7.0,3.0,19.0,223.91,1.16,5.94,6.52
2019-11-13,port1069,Qingdao Port,China,port1069,23.0,2.0,6.0,11.0,143.1,4.46,0.0,106.28
2019-11-14,port1069,Qingdao Port,China,port1069,34.0,4.0,6.0,20.0,258.64,0.0,28.05,36.05
2019-11-15,port1069,Qingdao Port,China,port1069,40.0,8.0,4.0,24.0,142.72,77.9,18.37,46.75
2019-11-16,port1069,Qingdao Port,China,port1069,29.0,5.0,3.0,17.0,342.57,24.79,0.6,2.47
2019-11-17,port1069,Qingdao Port,China,port1069,18.0,2.0,3.0,12.0,55.34,49.74,137.07,19.47
2019-11-18,port1069,Qingdao Port,China,port1069,31.0,7.0,3.0,20.0,482.89,23.28,5.94,7.51
2019-11-19,port1069,Qingdao Port,China,port1069,37.0,7.0,5.0,20.0,237.99,35.59,0.0,69.78
2019-11-20,port1069,Qingdao Port,China,port1069,29.0,3.0,4.0,18.0,11.83,40.72,557.87,42.6
2019-11-21,port1069,Qingdao Port,China,port1069,26.0,0.0,3.0,19.0,0.0,0.0,5.94,5.44
2019-11-22,port1069,Qingdao Port,China,port1069,32.0,2.0,4.0,22.0,189.64,36.32,548.99,2.83
2019-11-23,port1069,Qingdao Port,China,port1069,27.0,3.0,4.0,17.0,307.31,20.75,137.99,18.17
2019-11-24,port1069,Qingdao Port,China,port1069,12.0,0.0,2.0,10.0,0.0,0.0,0.0,173.96
2019-11-25,port1069,Qingdao Port,China,port1069,33.0,6.0,4.0,20.0,203.98,21.44,21.09,23.1
2019-11-26,port1069,Qingdao Port,China,port1069,31.0,2.0,6.0,18.0,71.17,4.46,220.35,9.94
2019-11-27,port1069,Qingdao Port,China,port1069,32.0,5.0,4.0,21.0,371.47,8.93,7.54,29.13
2019-11-28,port1069,Qingdao Port,China,port1069,28.0,3.0,3.0,19.0,207.58,4.46,138.07,18.17
2019-11-29,port1069,Qingdao Port,China,port1069,29.0,3.0,5.0,17.0,175.04,0.0,374.4,42.16
2019-11-30,port1069,Qingdao Port,China,port1069,34.0,5.0,6.0,22.0,126.32,31.82,12.95,128.76
2019-12-01,port1069,Qingdao Port,China,port1069,29.0,5.0,2.0,20.0,307.92,4.46,145.04,36.25
2019-12-02,port1069,Qingdao Port,China,port1069,27.0,6.0,3.0,16.0,411.46,6.94,281.33,60.28
2019-12-03,port1069,Qingdao Port,China,port1069,28.0,3.0,4.0,19.0,229.08,0.0,9.94,15.25
2019-12-04,port1069,Qingdao Port,China,port1069,29.0,5.0,3.0,16.0,94.73,4.46,0.0,16.05
2019-12-05,port1069,Qingdao Port,China,port1069,38.0,5.0,5.0,23.0,451.75,20.67,157.14,16.84
2019-12-06,port1069,Qingdao Port,China,port1069,24.0,2.0,1.0,15.0,7.31,21.2,101.65,0.0
2019-12-07,port1069,Qingdao Port,China,port1069,31.0,3.0,3.0,18.0,121.82,7.02,0.0,11.89
2019-12-08,port1069,Qingdao Port,China,port1069,25.0,4.0,2.0,18.0,257.03,64.13,0.0,33.34
2019-12-09,port1069,Qingdao Port,China,port1069,16.0,1.0,4.0,9.0,170.98,0.0,16.48,48.22
2019-12-10,port1069,Qingdao Port,China,port1069,35.0,4.0,4.0,22.0,317.35,11.62,137.07,63.33
2019-12-11,port1069,Qingdao Port,China,port1069,29.0,1.0,5.0,22.0,31.8,4.3,283.22,16.42
2019-12-12,port1069,Qingdao Port,China,port1069,33.0,2.0,8.0,20.0,54.21,0.0,153.55,66.66
2019-12-13,port1069,Qingdao Port,China,port1069,26.0,4.0,7.0,14.0,283.92,12.76,318.12,40.35
2019-12-14,port1069,Qingdao Port,China,port1069,35.0,4.0,4.0,24.0,143.47,51.01,549.78,25.26
2019-12-15,port1069,Qingdao Port,China,port1069,21.0,1.0,2.0,14.0,36.68,0.0,61.33,0.0
2019-12-16,port1069,Qingdao Port,China,port1069,36.0,7.0,4.0,22.0,307.74,22.31,269.63,12.04
2019-12-17,port1069,Qingdao Port,China,port1069,30.0,3.0,7.0,18.0,110.68,70.05,55.02,18.0
2019-12-18,port1069,Qingdao Port,China,port1069,24.0,2.0,5.0,14.0,229.94,4.46,12.27,34.95
2019-12-19,port1069,Qingdao Port,China,port1069,41.0,5.0,7.0,26.0,286.81,10.31,12.27,34.83
2019-12-20,port1069,Qingdao Port,China,port1069,38.0,5.0,5.0,23.0,263.08,41.68,406.75,19.82
2019-12-21,port1069,Qingdao Port,China,port1069,31.0,4.0,3.0,20.0,262.86,8.93,136.86,11.74
2019-12-22,port1069,Qingdao Port,China,port1069,29.0,4.0,6.0,17.0,222.5,8.93,389.66,23.92
2019-12-23,port1069,Qingdao Port,China,port1069,33.0,6.0,3.0,20.0,226.03,5.24,0.6,2.26
2019-12-24,port1069,Qingdao Port,China,port1069,26.0,6.0,1.0,15.0,432.49,12.67,9.94,11.08
2019-12-25,port1069,Qingdao Port,China,port1069,24.0,4.0,5.0,12.0,176.57,4.46,98.53,41.74
2019-12-26,port1069,Qingdao Port,China,port1069,32.0,8.0,4.0,18.0,376.47,35.0,319.97,16.42
2019-12-27,port1069,Qingdao Port,China,port1069,40.0,5.0,4.0,27.0,309.5,16.42,206.01,54.66
2019-12-28,port1069,Qingdao Port,China,port1069,32.0,7.0,7.0,16.0,205.29,5.65,363.8,45.73
2019-12-29,port1069,Qingdao Port,China,port1069,36.0,3.0,8.0,20.0,203.59,0.55,448.52,31.31
2019-12-30,port1069,Qingdao Port,China,port1069,21.0,6.0,2.0,11.0,271.49,17.85,242.75,0.0
2019-12-31,port1069,Qingdao Port,China,port1069,31.0,4.0,6.0,17.0,248.58,27.5,129.58,39.52
2020-01-01,port1069,Qingdao Port,China,port1069,26.0,5.0,3.0,12.0,261.47,10.31,433.02,0.0
2020-01-02,port1069,Qingdao Port,China,port1069,33.0,6.0,7.0,19.0,252.88,8.93,11.01,27.23
2020-01-03,port1069,Qingdao Port,China,port1069,29.0,3.0,3.0,21.0,163.73,4.46,0.67,10.67
2020-01-04,port1069,Qingdao Port,China,port1069,35.0,4.0,2.0,23.0,359.45,4.46,90.65,0.0
2020-01-05,port1069,Qingdao Port,China,port1069,28.0,7.0,3.0,17.0,341.07,6.7,127.14,46.19
2020-01-06,port1069,Qingdao Port,China,port1069,32.0,4.0,4.0,21.0,188.66,4.23,95.88,47.31
2020-01-07,port1069,Qingdao Port,China,port1069,17.0,2.0,5.0,9.0,55.34,4.46,281.12,92.28
2020-01-08,port1069,Qingdao Port,China,port1069,31.0,8.0,3.0,18.0,298.74,48.32,11.54,16.43
2020-01-09,port1069,Qingdao Port,China,port1069,32.0,2.0,3.0,25.0,327.2,1.38,69.08,9.03
2020-01-10,port1069,Qingdao Port,China,port1069,39.0,5.0,11.0,19.0,489.17,13.39,338.62,17.46
2020-01-11,port1069,Qingdao Port,China,port1069,30.0,5.0,5.0,18.0,133.27,68.74,127.14,31.83
2020-01-12,port1069,Qingdao Port,China,port1069,37.0,5.0,4.0,23.0,94.89,21.09,33.82,4.72
2020-01-13,port1069,Qingdao Port,China,port1069,38.0,7.0,5.0,21.0,408.93,4.46,292.56,13.04
2020-01-14,port1069,Qingdao Port,China,port1069,29.0,6.0,5.0,15.0,347.02,13.39,100.5,17.09
2020-01-15,port1069,Qingdao Port,China,port1069,33.0,4.0,5.0,20.0,309.5,14.77,376.93,0.78
2020-01-16,port1069,Qingdao Port,China,port1069,30.0,5.0,2.0,18.0,436.7,8.93,9.94,11.08
2020-01-17,port1069,Qingdao Port,China,port1069,33.0,7.0,3.0,21.0,199.16,73.12,266.85,52.25
2020-01-18,port1069,Qingdao Port,China,port1069,38.0,6.0,5.0,24.0,238.3,4.46,0.0,9.96
2020-01-19,port1069,Qingdao Port,China,port1069,30.0,7.0,6.0,14.0,141.48,111.29,695.28,11.17
2020-01-20,port1069,Qingdao Port,China,port1069,20.0,2.0,1.0,16.0,206.52,0.0,1.11,0.0
2020-01-21,port1069,Qingdao Port,China,port1069,29.0,2.0,7.0,16.0,203.59,0.0,39.37,49.81
2020-01-22,port1069,Qingdao Port,China,port1069,24.0,2.0,6.0,13.0,218.06,0.0,282.71,116.62
2020-01-23,port1069,Qingdao Port,China,port1069,31.0,5.0,5.0,18.0,310.61,14.77,108.11,55.34
2020-01-24,port1069,Qingdao Port,China,port1069,25.0,1.0,4.0,19.0,5.2,0.14,9.94,25.5
2020-01-25,port1069,Qingdao Port,China,port1069,30.0,2.0,4.0,22.0,124.45,0.0,290.88,1.56
2020-01-26,port1069,Qingdao Port,China,port1069,24.0,5.0,4.0,12.0,490.09,4.46,122.4,3.62
2020-01-27,port1069,Qingdao Port,China,port1069,17.0,2.0,5.0,10.0,127.23,4.46,144.91,19.13
2020-01-28,port1069,Qingdao Port,China,port1069,24.0,2.0,2.0,19.0,301.42,0.0,0.73,4.12
2020-01-29,port1069,Qingdao Port,China,port1069,12.0,3.0,0.0,9.0,154.66,4.46,0.0,0.0
2020-01-30,port1069,Qingdao Port,China,port1069,18.0,3.0,2.0,12.0,89.63,22.87,5.94,5.34
2020-01-31,port1069,Qingdao Port,China,port1069,20.0,3.0,3.0,10.0,77.05,4.46,154.59,2.06
2020-02-01,port1069,Qingdao Port,China,port1069,15.0,2.0,1.0,11.0,105.63,4.46,0.0,3.63
2020-02-02,port1069,Qingdao Port,China,port1069,23.0,3.0,1.0,16.0,204.53,0.0,12.77,0.0
2020-02-03,port1069,Qingdao Port,China,port1069,26.0,3.0,7.0,14.0,280.72,8.93,134.96,29.9
2020-02-04,port1069,Qingdao Port,China,port1069,27.0,2.0,5.0,15.0,105.69,0.0,6.64,47.27
2020-02-05,port1069,Qingdao Port,China,port1069,20.0,1.0,5.0,13.0,5.56,0.0,11.62,23.09
2020-02-06,port1069,Qingdao Port,China,port1069,20.0,7.0,3.0,9.0,475.07,17.85,109.38,1.98
2020-02-07,port1069,Qingdao Port,China,port1069,25.0,0.0,3.0,19.0,0.0,0.0,0.0,39.01
2020-02-08,port1069,Qingdao Port,China,port1069,22.0,3.0,3.0,16.0,260.13,22.87,239.66,3.2
2020-02-09,port1069,Qingdao Port,China,port1069,21.0,4.0,4.0,12.0,28.67,21.83,110.05,3.78
2020-02-10,port1069,Qingdao Port,China,port1069,19.0,5.0,2.0,10.0,140.68,30.59,0.0,11.14
2020-02-11,port1069,Qingdao Port,China,port1069,25.0,3.0,3.0,15.0,131.41,0.0,9.94,15.71
2020-02-12,port1069,Qingdao Port,China,port1069,15.0,2.0,3.0,8.0,207.18,0.0,363.5,31.48
2020-02-13,port1069,Qingdao Port,China,port1069,10.0,0.0,2.0,6.0,0.0,0.0,274.96,0.0
2020-02-14,port1069,Qingdao Port,China,port1069,31.0,6.0,4.0,20.0,562.21,0.0,42.65,48.54
2020-02-15,port1069,Qingdao Port,China,port1069,12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
2020-02-16,port1069,Qingdao Port,China,port1069,24.0,2.0,3.0,17.0,101.81,54.42,110.22,6.99
2020-02-17,port1069,Qingdao Port,China,port1069,19.0,4.0,2.0,12.0,190.33,4.46,163.68,0.0
2020-02-18,port1069,Qingdao Port,China,port1069,27.0,4.0,6.0,13.0,104.76,4.46,272.7,42.56
2020-02-19,port1069,Qingdao Port,China,port1069,29.0,3.0,6.0,16.0,206.95,0.0,426.81,15.81
2020-02-20,port1069,Qingdao Port,China,port1069,27.0,3.0,2.0,20.0,216.96,0.0,107.65,1.65
2020-02-21,port1069,Qingdao Port,China,port1069,41.0,5.0,9.0,25.0,217.61,69.27,2.03,23.38
2020-02-22,port1069,Qingdao Port,China,port1069,32.0,4.0,3.0,22.0,168.31,0.0,269.92,0.0
2020-02-23,port1069,Qingdao Port,China,port1069,25.0,2.0,4.0,15.0,0.0,0.0,0.0,57.27
2020-02-24,port1069,Qingdao Port,China,port1069,27.0,3.0,7.0,12.0,257.7,4.46,102.38,56.43
2020-02-25,port1069,Qingdao Port,China,port1069,28.0,5.0,5.0,15.0,367.61,2.06,0.73,19.9
2020-02-26,port1069,Qingdao Port,China,port1069,20.0,2.0,5.0,10.0,74.36,54.55,194.73,8.13
2020-02-27,port1069,Qingdao Port,China,port1069,29.0,2.0,4.0,21.0,64.33,0.0,119.22,40.35
2020-02-28,port1069,Qingdao Port,China,port1069,31.0,3.0,5.0,21.0,109.56,0.0,177.58,5.08
2020-02-29,port1069,Qingdao Port,China,port1069,26.0,2.0,3.0,17.0,344.89,0.0,151.75,7.17
2020-03-01,port1069,Qingdao Port,China,port1069,25.0,3.0,1.0,18.0,314.45,35.12,0.0,4.96
2020-03-02,port1069,Qingdao Port,China,port1069,20.0,3.0,3.0,12.0,190.33,0.0,41.81,108.95
2020-03-03,port1069,Qingdao Port,China,port1069,33.0,4.0,6.0,18.0,317.59,0.0,279.79,82.89
2020-03-04,port1069,Qingdao Port,China,port1069,31.0,5.0,6.0,17.0,366.68,4.46,92.59,33.02
2020-03-05,port1069,Qingdao Port,China,port1069,25.0,2.0,2.0,17.0,326.52,0.0,32.78,0.0
2020-03-06,port1069,Qingdao Port,China,port1069,36.0,5.0,7.0,22.0,274.2,28.52,291.3,48.78
2020-03-07,port1069,Qingdao Port,China,port1069,22.0,2.0,2.0,14.0,55.34,4.46,0.0,97.79
2020-03-08,port1069,Qingdao Port,China,port1069,30.0,4.0,3.0,20.0,275.83,0.0,268.78,3.65
2020-03-09,port1069,Qingdao Port,China,port1069,27.0,2.0,4.0,20.0,246.33,0.0,5.01,60.0
2020-03-10,port1069,Qingdao Port,China,port1069,32.0,5.0,8.0,17.0,471.55,9.59,219.14,62.26
2020-03-11,port1069,Qingdao Port,China,port1069,27.0,3.0,4.0,17.0,69.53,0.0,14.54,70.63
2020-03-12,port1069,Qingdao Port,China,port1069,25.0,3.0,2.0,15.0,349.69,0.0,1.6,5.98
2020-03-13,port1069,Qingdao Port,China,port1069,36.0,1.0,8.0,24.0,77.75,0.0,426.18,44.34
2020-03-14,port1069,Qingdao Port,China,port1069,36.0,4.0,2.0,26.0,251.23,9.3,5.94,13.18
2020-03-15,port1069,Qingdao Port,China,port1069,29.0,4.0,5.0,19.0,110.68,8.93,0.0,37.99
2020-03-16,port1069,Qingdao Port,China,port1069,34.0,5.0,6.0,17.0,292.06,7.16,61.07,24.22
2020-03-17,port1069,Qingdao Port,China,port1069,27.0,3.0,3.0,16.0,356.79,0.0,308.74,0.0
2020-03-18,port1069,Qingdao Port,China,port1069,23.0,2.0,6.0,11.0,55.34,29.64,0.6,126.41
2020-03-19,port1069,Qingdao Port,China,port1069,24.0,2.0,4.0,18.0,252.9,0.0,0.0,79.12
2020-03-20,port1069,Qingdao Port,China,port1069,30.0,5.0,4.0,20.0,284.27,48.9,174.8,11.08
2020-03-21,port1069,Qingdao Port,China,port1069,37.0,2.0,4.0,30.0,170.84,14.84,419.07,41.89
2020-03-22,port1069,Qingdao Port,China,port1069,27.0,3.0,3.0,15.0,232.88,4.46,97.34,4.72
2020-03-23,port1069,Qingdao Port,China,port1069,34.0,4.0,5.0,21.0,385.0,3.48,117.86,15.9
2020-03-24,port1069,Qingdao Port,China,port1069,24.0,4.0,7.0,13.0,166.03,38.58,517.45,31.22
2020-03-25,port1069,Qingdao Port,China,port1069,20.0,3.0,2.0,13.0,296.63,4.46,0.0,16.86
2020-03-26,port1069,Qingdao Port,China,port1069,23.0,1.0,5.0,14.0,0.0,0.0,120.46,24.89
2020-03-27,port1069,Qingdao Port,China,port1069,36.0,2.0,6.0,24.0,73.5,0.0,280.03,4.89
2020-03-28,port1069,Qingdao Port,China,port1069,35.0,5.0,5.0,24.0,477.68,8.93,204.54,103.05
2020-03-29,port1069,Qingdao Port,China,port1069,30.0,1.0,5.0,21.0,188.52,0.0,16.61,22.18
2020-03-30,port1069,Qingdao Port,China,port1069,37.0,5.0,3.0,24.0,244.3,0.0,118.46,42.57
2020-03-31,port1069,Qingdao Port,China,port1069,33.0,2.0,4.0,20.0,55.34,32.27,164.19,2.72
2020-04-01,port1069,Qingdao Port,China,port1069,31.0,7.0,4.0,18.0,255.85,57.62,258.02,30.32
2020-04-02,port1069,Qingdao Port,China,port1069,29.0,2.0,6.0,17.0,133.85,4.46,155.02,65.7
2020-04-03,port1069,Qingdao Port,China,port1069,37.0,7.0,4.0,20.0,586.74,101.73,128.94,13.55
2020-04-04,port1069,Qingdao Port,China,port1069,41.0,5.0,5.0,25.0,215.62,5.62,130.18,17.26
2020-04-05,port1069,Qingdao Port,China,port1069,20.0,3.0,5.0,12.0,294.02,24.98,4.27,17.19
2020-04-06,port1069,Qingdao Port,China,port1069,32.0,4.0,5.0,17.0,299.82,0.0,344.78,19.54
2020-04-07,port1069,Qingdao Port,China,port1069,30.0,6.0,4.0,19.0,305.3,40.13,33.82,0.6
2020-04-08,port1069,Qingdao Port,China,port1069,25.0,3.0,7.0,11.0,90.86,0.0,145.48,21.76
2020-04-09,port1069,Qingdao Port,China,port1069,36.0,6.0,6.0,18.0,132.95,4.46,271.76,64.08
2020-04-10,port1069,Qingdao Port,China,port1069,35.0,3.0,3.0,27.0,19.5,0.95,4.76,2.34
2020-04-11,port1069,Qingdao Port,China,port1069,33.0,3.0,5.0,20.0,168.46,4.46,368.32,6.82
2020-04-12,port1069,Qingdao Port,China,port1069,25.0,2.0,0.0,20.0,27.73,0.0,0.0,0.0
2020-04-13,port1069,Qingdao Port,China,port1069,35.0,4.0,6.0,21.0,341.37,31.72,403.28,18.02
2020-04-14,port1069,Qingdao Port,China,port1069,25.0,4.0,2.0,15.0,12.25,3.44,84.66,1.18
2020-04-15,port1069,Qingdao Port,China,port1069,33.0,2.0,5.0,20.0,267.0,0.0,5.12,72.97
2020-04-16,port1069,Qingdao Port,China,port1069,22.0,3.0,4.0,14.0,111.9,4.46,98.89,1.94
2020-04-17,port1069,Qingdao Port,China,port1069,26.0,1.0,8.0,15.0,200.64,0.0,393.01,59.12
2020-04-18,port1069,Qingdao Port,China,port1069,41.0,4.0,5.0,26.0,37.22,93.61,294.41,37.06
2020-04-19,port1069,Qingdao Port,China,port1069,19.0,0.0,3.0,12.0,0.0,0.0,0.0,40.02
2020-04-20,port1069,Qingdao Port,China,port1069,33.0,3.0,5.0,21.0,170.79,96.93,472.77,2.21
2020-04-21,port1069,Qingdao Port,China,port1069,39.0,8.0,8.0,18.0,551.44,32.23,133.06,24.24
2020-04-22,port1069,Qingdao Port,China,port1069,20.0,2.0,1.0,10.0,84.44,0.0,0.0,3.4
2020-04-23,port1069,Qingdao Port,China,port1069,35.0,3.0,5.0,21.0,55.34,49.22,375.12,11.63
