date,portname,portid,year,month,day,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2024-03-11,Strait of Hormuz,chokepoint6,2024,3,11,14,21,3,2,60,40,100,300626,543788,20541,7845,2461118,872800,3333919
2024-03-11,Suez Canal,chokepoint1,2024,3,11,9,13,2,,13,24,37,258296,484684,2484,,653658,745465,1399123
2024-03-11,Sunda Strait,chokepoint19,2024,3,11,3,12,3,1,8,19,27,93066,577055,21438,,97937,691561,789498
2024-03-11,Taiwan Strait,chokepoint11,2024,3,11,71,69,31,6,60,177,237,1711765,3831490,126179,6325,793214,5675759,6468974
2024-03-11,Torres Strait,chokepoint18,2024,3,11,5,2,1,,3,8,11,122540,64382,2204,,48095,189127,237222
2024-03-11,Tsugaru Strait,chokepoint13,2024,3,11,8,18,11,,24,37,61,180644,298257,10034,,270038,488935,758974
2024-03-11,Windward Passage,chokepoint23,2024,3,11,6,3,2,4,1,15,16,80462,98587,4530,11612,,195193,195193
2024-03-11,Yucatan Channel,chokepoint22,2024,3,11,12,8,2,1,29,23,52,42689,345157,9907,211,764733,397965,1162699
2024-03-12,Bab el-Mandeb Strait,chokepoint4,2024,3,12,6,12,4,,13,22,35,74877,672847,14471,,717923,762196,1480119
2024-03-12,Balabac Strait,chokepoint25,2024,3,12,,4,3,,3,7,10,,127061,5742,,20132,132803,152936
2024-03-12,Bering Strait,chokepoint26,2024,3,12,,,,,,,,,,,,,,
2024-03-12,Bohai Strait,chokepoint17,2024,3,12,25,100,19,,32,144,176,538462,4105460,60555,,959579,4704478,5664058
2024-03-12,Bosporus Strait,chokepoint3,2024,3,12,6,42,40,,23,88,111,53713,1103232,93575,,494781,1250522,1745303
2024-03-12,Cape of Good Hope,chokepoint7,2024,3,12,20,33,3,2,17,58,75,1033166,1892939,13251,4291,976779,2943649,3920428
2024-03-12,Dover Strait,chokepoint9,2024,3,12,25,13,31,15,53,84,137,616646,439482,67934,36329,946056,1160393,2106449
2024-03-12,Gibraltar Strait,chokepoint8,2024,3,12,44,27,25,6,69,102,171,1390188,1114799,136917,15185,2347801,2657091,5004892
2024-03-12,Kerch Strait,chokepoint28,2024,3,12,,,8,1,10,9,19,,,10397,3788,39551,14185,53737
2024-03-12,Korea Strait,chokepoint12,2024,3,12,70,38,60,10,68,178,246,1247759,935931,138249,15534,851447,2337475,3188922
2024-03-12,Lombok Strait,chokepoint15,2024,3,12,,20,1,1,7,22,29,,2391542,3763,,58419,2395306,2453725
2024-03-12,Luzon Strait,chokepoint14,2024,3,12,9,37,4,1,37,51,88,188743,2377625,17987,2966,3006343,2587322,5593666
2024-03-12,Magellan Strait,chokepoint21,2024,3,12,1,3,,1,1,5,6,10766,117805,,5158,36957,133731,170688
2024-03-12,Makassar Strait,chokepoint20,2024,3,12,1,53,3,,2,57,59,12528,3699443,8601,,,3720573,3720573
2024-03-12,Malacca Strait,chokepoint5,2024,3,12,53,63,14,7,70,137,207,1629408,3446204,84262,10179,2139812,5170054,7309866
2024-03-12,Mindoro Strait,chokepoint27,2024,3,12,,55,1,,3,56,59,,3164009,2070,,64681,3166080,3230761
2024-03-12,Mona Passage,chokepoint24,2024,3,12,7,3,,1,3,11,14,127387,235804,,743,11249,363935,375184
2024-03-12,Ombai Strait,chokepoint16,2024,3,12,3,6,1,1,2,11,13,56138,765518,1201,4833,,827692,827692
2024-03-12,Oresund Strait,chokepoint10,2024,3,12,6,5,19,4,11,34,45,9565,56384,23519,4585,20173,94055,114229
2024-03-12,Panama Canal,chokepoint2,2024,3,12,7,2,2,1,9,12,21,265438,66680,20135,,123074,352254,475329
2024-03-12,Strait of Hormuz,chokepoint6,2024,3,12,17,14,6,5,68,42,110,476186,525329,48104,3354,3301612,1052974,4354586
2024-03-12,Suez Canal,chokepoint1,2024,3,12,11,15,1,1,16,28,44,163790,668493,2720,,540551,835003,1375555
2024-03-12,Sunda Strait,chokepoint19,2024,3,12,2,9,5,1,9,17,26,42415,448811,15956,4183,404404,511367,915771
2024-03-12,Taiwan Strait,chokepoint11,2024,3,12,94,67,35,4,55,200,255,2066512,3595541,207584,7066,511284,5876705,6387990
2024-03-12,Torres Strait,chokepoint18,2024,3,12,,6,2,1,,9,9,,178666,5742,2879,,187288,187288
2024-03-12,Tsugaru Strait,chokepoint13,2024,3,12,6,13,12,3,12,34,46,187264,246908,30831,2900,58101,467906,526007
2024-03-12,Windward Passage,chokepoint23,2024,3,12,10,1,2,,3,13,16,159771,72711,2156,,43803,234638,278442
2024-03-12,Yucatan Channel,chokepoint22,2024,3,12,13,11,2,1,27,27,54,158977,439286,25102,,574308,623366,1197675
2024-03-13,Bab el-Mandeb Strait,chokepoint4,2024,3,13,1,14,6,,12,21,33,27443,635890,15959,,945080,679293,1624373
2024-03-13,Balabac Strait,chokepoint25,2024,3,13,1,7,4,,4,12,16,53865,459854,5804,,27820,519524,547344
2024-03-13,Bering Strait,chokepoint26,2024,3,13,,,,,,,,,,,,,,
2024-03-13,Bohai Strait,chokepoint17,2024,3,13,23,108,24,1,30,156,186,290352,6218261,128736,,854067,6637350,7491417
2024-03-13,Bosporus Strait,chokepoint3,2024,3,13,8,27,46,,24,81,105,100407,655006,91289,,610381,846703,1457084
2024-03-13,Cape of Good Hope,chokepoint7,2024,3,13,25,44,2,5,21,76,97,1749716,3510524,,15013,1914722,5275255,7189978
2024-03-13,Dover Strait,chokepoint9,2024,3,13,32,9,36,14,70,91,161,1250064,258754,95319,30073,2774822,1634212,4409034
2024-03-13,Gibraltar Strait,chokepoint8,2024,3,13,36,37,41,5,55,119,174,1380672,1294493,187782,9942,2539617,2872891,5412509
2024-03-13,Kerch Strait,chokepoint28,2024,3,13,,1,14,,4,15,19,,2194,23870,,12617,26065,38682
2024-03-13,Korea Strait,chokepoint12,2024,3,13,58,42,56,11,73,167,240,633684,1221167,110936,12602,601571,1978390,2579962
2024-03-13,Lombok Strait,chokepoint15,2024,3,13,,17,,,6,17,23,,1898708,,,118329,1898708,2017037
2024-03-13,Luzon Strait,chokepoint14,2024,3,13,4,29,5,2,38,40,78,133238,2799061,23200,10519,3311360,2966019,6277380
2024-03-13,Magellan Strait,chokepoint21,2024,3,13,,4,,,1,4,5,,147718,,,64560,147718,212279
2024-03-13,Makassar Strait,chokepoint20,2024,3,13,2,57,5,,4,64,68,10452,3060133,27212,,73666,3097798,3171464
2024-03-13,Malacca Strait,chokepoint5,2024,3,13,50,70,19,6,85,145,230,1690476,3745300,89199,35364,3578521,5560340,9138862
2024-03-13,Mindoro Strait,chokepoint27,2024,3,13,1,54,2,,3,57,60,12853,3474299,12057,,7016,3499209,3506226
2024-03-13,Mona Passage,chokepoint24,2024,3,13,1,1,1,1,5,4,9,29798,33440,5879,2576,32551,71693,104245
2024-03-13,Ombai Strait,chokepoint16,2024,3,13,,5,,1,5,6,11,,477930,,3558,82077,481488,563566
2024-03-13,Oresund Strait,chokepoint10,2024,3,13,10,7,21,1,10,39,49,17120,2544,44638,905,14967,65208,80176
2024-03-13,Panama Canal,chokepoint2,2024,3,13,9,3,1,4,5,17,22,294439,129759,,10320,180663,434519,615183
2024-03-13,Strait of Hormuz,chokepoint6,2024,3,13,19,11,5,3,46,38,84,686018,357905,14448,7573,2536299,1065946,3602246
2024-03-13,Suez Canal,chokepoint1,2024,3,13,3,18,7,,14,28,42,74908,809270,19130,,732599,903310,1635909
2024-03-13,Sunda Strait,chokepoint19,2024,3,13,1,14,1,1,5,17,22,1363,599312,21187,,5881,621863,627744
2024-03-13,Taiwan Strait,chokepoint11,2024,3,13,78,59,34,2,55,173,228,1510759,3077160,184268,1318,1240388,4773507,6013895
2024-03-13,Torres Strait,chokepoint18,2024,3,13,,5,,1,,6,6,,83866,,,,83866,83866
2024-03-13,Tsugaru Strait,chokepoint13,2024,3,13,9,9,2,2,7,22,29,396431,431683,2089,10641,56315,840846,897161
2024-03-13,Windward Passage,chokepoint23,2024,3,13,10,2,,3,2,15,17,325467,26847,,14178,,366493,366493
2024-03-13,Yucatan Channel,chokepoint22,2024,3,13,11,7,2,,25,20,45,133986,314442,2894,,1235732,451323,1687056
2024-03-14,Bab el-Mandeb Strait,chokepoint4,2024,3,14,6,10,5,,14,21,35,118557,387167,13855,,451310,519579,970890
2024-03-14,Balabac Strait,chokepoint25,2024,3,14,2,4,1,,5,7,12,15709,58639,2704,,14901,77052,91954
2024-03-14,Bering Strait,chokepoint26,2024,3,14,,,,,,,,,,,,,,
2024-03-14,Bohai Strait,chokepoint17,2024,3,14,14,113,18,2,40,147,187,150918,5965720,83744,1879,1150801,6202261,7353063
2024-03-14,Bosporus Strait,chokepoint3,2024,3,14,11,24,49,1,30,85,115,77557,246547,110887,34,344536,435026,779562
2024-03-14,Cape of Good Hope,chokepoint7,2024,3,14,15,48,2,2,16,67,83,1091414,2852193,23132,10578,271061,3977318,4248379
2024-03-14,Dover Strait,chokepoint9,2024,3,14,40,26,51,14,89,131,220,1172099,1288755,137886,43424,2812901,2642166,5455068
2024-03-14,Gibraltar Strait,chokepoint8,2024,3,14,38,34,24,12,41,108,149,1204800,1383492,56584,31229,1019403,2676106,3695510
2024-03-14,Kerch Strait,chokepoint28,2024,3,14,,,2,,1,2,3,,,4327,,6166,4327,10493
2024-03-14,Korea Strait,chokepoint12,2024,3,14,54,43,80,9,68,186,254,934899,904534,144185,19912,1423913,2003531,3427445
2024-03-14,Lombok Strait,chokepoint15,2024,3,14,,29,3,,4,32,36,,2134329,3871,,55749,2138201,2193951
2024-03-14,Luzon Strait,chokepoint14,2024,3,14,6,40,4,5,21,55,76,91441,3936780,23050,9866,1486196,4061139,5547336
2024-03-14,Magellan Strait,chokepoint21,2024,3,14,,4,2,,2,6,8,,187778,23302,,43938,211081,255019
2024-03-14,Makassar Strait,chokepoint20,2024,3,14,2,36,6,,6,44,50,8402,2621981,6186,,19720,2636570,2656290
2024-03-14,Malacca Strait,chokepoint5,2024,3,14,50,58,18,7,94,133,227,1461425,3759542,93450,11039,3480816,5325458,8806274
2024-03-14,Mindoro Strait,chokepoint27,2024,3,14,3,38,5,,2,46,48,29796,2868888,21709,,,2920394,2920394
2024-03-14,Mona Passage,chokepoint24,2024,3,14,3,3,,,1,6,7,43031,51035,,,1739,94066,95805
2024-03-14,Ombai Strait,chokepoint16,2024,3,14,4,7,1,,1,12,13,66518,236056,2204,,77092,304779,381871
2024-03-14,Oresund Strait,chokepoint10,2024,3,14,3,6,15,2,5,26,31,5061,73368,24719,3800,16201,106949,123150
2024-03-14,Panama Canal,chokepoint2,2024,3,14,4,3,,,16,7,23,215561,98609,,,288846,314171,603017
2024-03-14,Strait of Hormuz,chokepoint6,2024,3,14,8,9,2,1,37,20,57,149823,361438,2560,3806,2011142,517629,2528772
2024-03-14,Suez Canal,chokepoint1,2024,3,14,6,12,4,,14,22,36,157454,653592,21464,,502868,832511,1335379
2024-03-14,Sunda Strait,chokepoint19,2024,3,14,3,16,1,2,20,22,42,52045,1056234,17438,5015,645877,1130734,1776612
2024-03-14,Taiwan Strait,chokepoint11,2024,3,14,89,77,38,7,57,211,268,1522503,3808040,187885,36613,803913,5555043,6358957
2024-03-14,Torres Strait,chokepoint18,2024,3,14,1,1,,1,5,3,8,18608,35808,,4322,155120,58740,213861
2024-03-14,Tsugaru Strait,chokepoint13,2024,3,14,9,11,7,1,15,28,43,325942,302890,14697,3974,113579,647505,761084
2024-03-14,Windward Passage,chokepoint23,2024,3,14,7,,1,,1,8,9,119418,,2887,,40231,122306,162537
2024-03-14,Yucatan Channel,chokepoint22,2024,3,14,8,13,3,1,21,25,46,71037,418523,29905,6398,461716,525864,987581
2024-03-15,Bab el-Mandeb Strait,chokepoint4,2024,3,15,7,14,5,,12,26,38,67595,519370,40684,,884735,627650,1512385
2024-03-15,Balabac Strait,chokepoint25,2024,3,15,2,6,3,,7,11,18,37513,408719,13261,,14721,459494,474216
2024-03-15,Bering Strait,chokepoint26,2024,3,15,,,,,,,,,,,,,,
2024-03-15,Bohai Strait,chokepoint17,2024,3,15,26,113,22,1,40,162,202,567646,6352238,68882,1066,862807,6989832,7852640
2024-03-15,Bosporus Strait,chokepoint3,2024,3,15,11,28,50,,30,89,119,78584,864851,131288,,682020,1074725,1756745
2024-03-15,Cape of Good Hope,chokepoint7,2024,3,15,19,42,4,3,19,68,87,1561459,2869277,32885,9283,1385902,4472906,5858809
2024-03-15,Dover Strait,chokepoint9,2024,3,15,41,33,48,7,76,129,205,1296428,1284999,106425,12467,2139867,2700321,4840188
2024-03-15,Gibraltar Strait,chokepoint8,2024,3,15,34,21,27,5,59,87,146,1050927,789845,95529,4819,1652314,1941121,3593436
2024-03-15,Kerch Strait,chokepoint28,2024,3,15,,,21,,5,21,26,,,36445,,8309,36445,44754
2024-03-15,Korea Strait,chokepoint12,2024,3,15,59,44,61,10,75,174,249,1145800,1149571,155639,21237,924805,2472249,3397055
2024-03-15,Lombok Strait,chokepoint15,2024,3,15,1,25,4,,7,30,37,1821,1893004,14212,,116534,1909037,2025572
2024-03-15,Luzon Strait,chokepoint14,2024,3,15,4,38,5,2,27,49,76,88749,4671375,19677,3255,1073526,4783057,5856584
2024-03-15,Magellan Strait,chokepoint21,2024,3,15,,1,,,1,1,2,,58476,,,,58476,58476
2024-03-15,Makassar Strait,chokepoint20,2024,3,15,1,64,1,,3,66,69,7018,3388800,1123,,41134,3396942,3438076
2024-03-15,Malacca Strait,chokepoint5,2024,3,15,45,55,17,4,83,121,204,1552644,3100710,68903,8164,3723325,4730422,8453748
2024-03-15,Mindoro Strait,chokepoint27,2024,3,15,3,46,4,1,2,54,56,27782,2974729,7973,6793,2416,3017278,3019695
2024-03-15,Mona Passage,chokepoint24,2024,3,15,3,4,,1,1,8,9,53724,277455,,,14194,331179,345373
2024-03-15,Ombai Strait,chokepoint16,2024,3,15,,6,1,,4,7,11,,712555,4976,,81254,717531,798786
2024-03-15,Oresund Strait,chokepoint10,2024,3,15,6,6,17,2,11,31,42,17551,27192,18742,,12620,63486,76107
2024-03-15,Panama Canal,chokepoint2,2024,3,15,7,1,1,1,8,10,18,231355,26912,9809,9551,277466,277628,555095
2024-03-15,Strait of Hormuz,chokepoint6,2024,3,15,13,20,5,4,62,42,104,271309,785374,21670,5636,3088515,1083991,4172506
2024-03-15,Suez Canal,chokepoint1,2024,3,15,7,11,3,1,13,22,35,137234,463626,3433,5668,744985,609964,1354949
2024-03-15,Sunda Strait,chokepoint19,2024,3,15,3,7,2,1,8,13,21,76865,565454,54860,,52933,697180,750113
2024-03-15,Taiwan Strait,chokepoint11,2024,3,15,105,73,38,7,57,223,280,2141464,3367080,192173,20292,493018,5721010,6214028
2024-03-15,Torres Strait,chokepoint18,2024,3,15,3,5,,,2,8,10,56815,25382,,,71458,82197,153656
2024-03-15,Tsugaru Strait,chokepoint13,2024,3,15,14,10,7,1,14,32,46,538965,588415,9679,,94633,1137060,1231694
2024-03-15,Windward Passage,chokepoint23,2024,3,15,10,1,1,2,3,14,17,230048,26925,7536,9806,16498,274316,290815
2024-03-15,Yucatan Channel,chokepoint22,2024,3,15,9,7,,,41,16,57,53053,259536,,,1296827,312589,1609416
2024-03-16,Bab el-Mandeb Strait,chokepoint4,2024,3,16,2,7,3,1,11,13,24,41229,286989,23413,5482,615752,357115,972867
2024-03-16,Balabac Strait,chokepoint25,2024,3,16,,1,1,,6,2,8,,,,,25138,,25138
2024-03-16,Bering Strait,chokepoint26,2024,3,16,,,,,,,,,,,,,,
2024-03-16,Bohai Strait,chokepoint17,2024,3,16,19,103,22,3,29,147,176,255274,5829292,89775,9677,873483,6184020,7057504
2024-03-16,Bosporus Strait,chokepoint3,2024,3,16,8,31,52,2,25,93,118,33101,671743,132514,,619188,837358,1456547
2024-03-16,Cape of Good Hope,chokepoint7,2024,3,16,18,42,4,2,15,66,81,1100005,2502646,43556,11820,995850,3658028,4653878
2024-03-16,Dover Strait,chokepoint9,2024,3,16,34,38,56,14,70,142,212,866344,1482961,182039,37331,1548056,2568677,4116733
2024-03-16,Gibraltar Strait,chokepoint8,2024,3,16,39,20,24,4,53,87,140,1231437,239148,155021,13149,1905011,1638757,3543768
2024-03-16,Kerch Strait,chokepoint28,2024,3,16,,,9,1,1,10,11,,,16860,4039,5279,20900,26179
2024-03-16,Korea Strait,chokepoint12,2024,3,16,49,33,61,8,57,151,208,1028449,994431,121822,23113,539684,2167816,2707500
2024-03-16,Lombok Strait,chokepoint15,2024,3,16,,30,2,,6,32,38,,2459595,3302,,183666,2462897,2646564
2024-03-16,Luzon Strait,chokepoint14,2024,3,16,6,33,5,,34,44,78,243320,2494158,31640,,2593264,2769119,5362384
2024-03-16,Magellan Strait,chokepoint21,2024,3,16,,,1,,,1,1,,,5939,,,5939,5939
2024-03-16,Makassar Strait,chokepoint20,2024,3,16,3,55,1,,2,59,61,28419,2912635,17925,,1173,2958980,2960153
2024-03-16,Malacca Strait,chokepoint5,2024,3,16,59,72,12,3,89,146,235,1867745,3266496,77856,2407,4494381,5214506,9708887
2024-03-16,Mindoro Strait,chokepoint27,2024,3,16,2,39,2,,3,43,46,10831,2659222,1700,,1682,2671754,2673437
2024-03-16,Mona Passage,chokepoint24,2024,3,16,1,2,1,,3,4,7,3364,71337,4053,,18398,78755,97153
2024-03-16,Ombai Strait,chokepoint16,2024,3,16,2,9,,,3,11,14,34510,1129865,,,76839,1164375,1241215
2024-03-16,Oresund Strait,chokepoint10,2024,3,16,5,5,23,2,15,35,50,15271,3899,33414,,154287,52585,206872
2024-03-16,Panama Canal,chokepoint2,2024,3,16,6,4,,1,11,11,22,202165,207857,,4913,355805,414935,770741
2024-03-16,Strait of Hormuz,chokepoint6,2024,3,16,28,21,4,1,69,54,123,726073,896289,19968,6715,3625962,1649047,5275009
2024-03-16,Suez Canal,chokepoint1,2024,3,16,10,13,2,,14,25,39,154495,613662,15967,,413378,784125,1197504
2024-03-16,Sunda Strait,chokepoint19,2024,3,16,5,11,4,1,18,21,39,174966,749933,17125,,592179,942025,1534204
2024-03-16,Taiwan Strait,chokepoint11,2024,3,16,90,52,21,5,57,168,225,1836299,2443988,63962,3330,1721149,4347581,6068731
2024-03-16,Torres Strait,chokepoint18,2024,3,16,3,1,3,1,2,8,10,63680,,5771,3558,77853,73010,150864
2024-03-16,Tsugaru Strait,chokepoint13,2024,3,16,7,9,10,2,19,28,47,124981,244059,16041,8095,156667,393178,549846
2024-03-16,Windward Passage,chokepoint23,2024,3,16,7,2,4,2,1,15,16,114593,49295,13219,2209,39652,179318,218970
2024-03-16,Yucatan Channel,chokepoint22,2024,3,16,15,8,3,1,23,27,50,210253,214500,9398,8018,694127,442170,1136298
2024-03-17,Bab el-Mandeb Strait,chokepoint4,2024,3,17,6,13,5,,15,24,39,94247,644894,52476,,898770,791617,1690388
2024-03-17,Balabac Strait,chokepoint25,2024,3,17,2,8,1,,4,11,15,10618,325134,2981,,10448,338734,349182
2024-03-17,Bering Strait,chokepoint26,2024,3,17,,,,,,,,,,,,,,
2024-03-17,Bohai Strait,chokepoint17,2024,3,17,20,85,14,,35,119,154,356428,4494927,29866,,654138,4881221,5535360
2024-03-17,Bosporus Strait,chokepoint3,2024,3,17,9,28,35,,26,72,98,91072,478666,76635,,312481,646374,958856
2024-03-17,Cape of Good Hope,chokepoint7,2024,3,17,15,29,1,3,18,48,66,806608,2129576,8274,13581,1155379,2958040,4113420
2024-03-17,Dover Strait,chokepoint9,2024,3,17,36,26,51,13,66,126,192,1110455,739992,146156,38726,1639269,2035331,3674600
2024-03-17,Gibraltar Strait,chokepoint8,2024,3,17,28,30,18,8,50,84,134,738529,1146557,39713,22617,1099258,1947419,3046677
2024-03-17,Kerch Strait,chokepoint28,2024,3,17,,,11,,4,11,15,,,12045,,4899,12045,16945
2024-03-17,Korea Strait,chokepoint12,2024,3,17,70,39,59,14,53,182,235,1143346,1264523,130946,33743,615380,2572559,3187940
2024-03-17,Lombok Strait,chokepoint15,2024,3,17,,35,,,5,35,40,,2589054,,,126125,2589054,2715179
2024-03-17,Luzon Strait,chokepoint14,2024,3,17,7,55,6,5,32,73,105,71381,4063551,28931,13034,1814785,4176898,5991683
2024-03-17,Magellan Strait,chokepoint21,2024,3,17,,,1,,2,1,3,,,15032,,111956,15032,126989
2024-03-17,Makassar Strait,chokepoint20,2024,3,17,1,48,4,,9,53,62,19975,2668265,13677,,226745,2701918,2928664
2024-03-17,Malacca Strait,chokepoint5,2024,3,17,53,58,20,6,90,137,227,2065219,4036638,116925,27538,3639407,6246322,9885730
2024-03-17,Mindoro Strait,chokepoint27,2024,3,17,4,41,6,,3,51,54,31679,2316393,23346,,,2371419,2371419
2024-03-17,Mona Passage,chokepoint24,2024,3,17,3,1,1,,6,5,11,126123,29153,2392,,131026,157669,288696
2024-03-17,Ombai Strait,chokepoint16,2024,3,17,2,3,2,,2,7,9,37874,264407,5146,,58621,307427,366049
2024-03-17,Oresund Strait,chokepoint10,2024,3,17,5,8,22,1,8,36,44,9604,71519,36317,3062,18116,120503,138620
2024-03-17,Panama Canal,chokepoint2,2024,3,17,8,2,2,2,8,14,22,165096,83327,7853,10213,185592,266491,452083
2024-03-17,Strait of Hormuz,chokepoint6,2024,3,17,13,14,5,2,65,34,99,353107,555894,9797,9668,3487795,928467,4416263
2024-03-17,Suez Canal,chokepoint1,2024,3,17,4,13,6,3,10,26,36,148317,816954,24365,8431,301262,998069,1299331
2024-03-17,Sunda Strait,chokepoint19,2024,3,17,4,18,3,,15,25,40,94107,936522,9784,,229487,1040414,1269901
2024-03-17,Taiwan Strait,chokepoint11,2024,3,17,82,59,32,2,56,175,231,1427460,3376770,114780,3044,607458,4922055,5529513
2024-03-17,Torres Strait,chokepoint18,2024,3,17,,3,2,1,2,6,8,,,7980,578,29361,8558,37920
2024-03-17,Tsugaru Strait,chokepoint13,2024,3,17,5,7,4,2,6,18,24,119446,325469,4689,,46319,449605,495925
2024-03-17,Windward Passage,chokepoint23,2024,3,17,5,,3,,3,8,11,30739,,4982,,,35722,35722
2024-03-17,Yucatan Channel,chokepoint22,2024,3,17,14,4,6,1,34,25,59,135652,83291,16855,1769,1180224,237568,1417792
2024-03-18,Bab el-Mandeb Strait,chokepoint4,2024,3,18,3,7,6,1,5,17,22,29554,150574,45015,3558,270114,228703,498818
2024-03-18,Balabac Strait,chokepoint25,2024,3,18,1,4,2,,3,7,10,7265,51282,4361,,141596,62910,204506
2024-03-18,Bering Strait,chokepoint26,2024,3,18,,,,,,,,,,,,,,
2024-03-18,Bohai Strait,chokepoint17,2024,3,18,20,89,19,,37,128,165,373229,3895218,72965,,893246,4341414,5234660
2024-03-18,Bosporus Strait,chokepoint3,2024,3,18,11,24,41,,28,76,104,103419,460165,107649,,480959,671234,1152193
2024-03-18,Cape of Good Hope,chokepoint7,2024,3,18,21,44,11,1,18,77,95,1351553,2565598,71835,1604,1469382,3990591,5459973
2024-03-18,Dover Strait,chokepoint9,2024,3,18,46,24,46,16,69,132,201,1721177,1203435,135025,38697,1729914,3098335,4828250
2024-03-18,Gibraltar Strait,chokepoint8,2024,3,18,46,26,22,4,67,98,165,1597104,1203795,72259,10479,2084167,2883638,4967806
2024-03-18,Kerch Strait,chokepoint28,2024,3,18,,1,20,,11,21,32,,,28547,,29956,28547,58503
2024-03-18,Korea Strait,chokepoint12,2024,3,18,59,43,52,10,61,164,225,836851,1057118,143486,10524,1408366,2047980,3456347
2024-03-18,Lombok Strait,chokepoint15,2024,3,18,,20,1,,8,21,29,,1627539,950,,145394,1628489,1773884
2024-03-18,Luzon Strait,chokepoint14,2024,3,18,8,32,6,4,25,50,75,258021,3334212,28168,12490,1662271,3632892,5295164
2024-03-18,Magellan Strait,chokepoint21,2024,3,18,1,3,,,2,4,6,29141,119166,,,15301,148308,163610
2024-03-18,Makassar Strait,chokepoint20,2024,3,18,,53,2,,4,55,59,,3160917,8258,,19998,3169175,3189174
2024-03-18,Malacca Strait,chokepoint5,2024,3,18,60,64,17,5,79,146,225,1733120,3338128,79345,9675,3358465,5160268,8518734
2024-03-18,Mindoro Strait,chokepoint27,2024,3,18,1,51,4,,,56,56,11520,2105140,13226,,,2129886,2129886
2024-03-18,Mona Passage,chokepoint24,2024,3,18,4,1,2,,2,7,9,106088,,7381,,284532,113469,398001
2024-03-18,Ombai Strait,chokepoint16,2024,3,18,1,6,1,,4,8,12,21684,649762,,,64922,671447,736369
2024-03-18,Oresund Strait,chokepoint10,2024,3,18,4,7,21,5,13,37,50,9410,38669,36544,1137,15756,85761,101518
2024-03-18,Panama Canal,chokepoint2,2024,3,18,7,2,1,2,12,12,24,366340,97273,,25320,442753,488934,931688
2024-03-18,Strait of Hormuz,chokepoint6,2024,3,18,20,19,5,2,59,46,105,658373,724910,22994,3321,2393652,1409600,3803253
2024-03-18,Suez Canal,chokepoint1,2024,3,18,7,10,2,1,20,20,40,218537,545848,14411,1987,1022390,780785,1803176
2024-03-18,Sunda Strait,chokepoint19,2024,3,18,4,17,3,,11,24,35,194657,1830479,2291,,366309,2027428,2393738
2024-03-18,Taiwan Strait,chokepoint11,2024,3,18,71,84,25,7,56,187,243,1261566,3494876,108325,8563,1003229,4873332,5876562
2024-03-18,Torres Strait,chokepoint18,2024,3,18,4,3,,,1,7,8,97534,65040,,,11953,162574,174527
2024-03-18,Tsugaru Strait,chokepoint13,2024,3,18,5,11,6,1,3,23,26,230522,643088,18267,4286,5053,896164,901218
2024-03-18,Windward Passage,chokepoint23,2024,3,18,5,1,5,4,2,15,17,91034,28592,10308,15694,22612,145630,168242
2024-03-18,Yucatan Channel,chokepoint22,2024,3,18,11,15,4,1,25,31,56,97885,612600,14290,1960,835117,726736,1561853
2024-03-19,Bab el-Mandeb Strait,chokepoint4,2024,3,19,3,12,6,,13,21,34,37926,633717,29456,,855860,701100,1556961
2024-03-19,Balabac Strait,chokepoint25,2024,3,19,,3,2,,3,5,8,,102349,,,16797,102349,119146
2024-03-19,Bering Strait,chokepoint26,2024,3,19,,,,,,,,,,,,,,
2024-03-19,Bohai Strait,chokepoint17,2024,3,19,20,106,16,3,33,145,178,457404,5828387,67880,19614,436162,6373286,6809449
2024-03-19,Bosporus Strait,chokepoint3,2024,3,19,6,29,51,1,30,87,117,27231,1141489,120464,34,665982,1289220,1955202
2024-03-19,Cape of Good Hope,chokepoint7,2024,3,19,6,31,4,1,24,42,66,382742,1845320,19117,7143,1317863,2254324,3572187
2024-03-19,Dover Strait,chokepoint9,2024,3,19,33,22,30,12,66,97,163,897580,560990,86994,30003,1858588,1575568,3434156
2024-03-19,Gibraltar Strait,chokepoint8,2024,3,19,36,22,24,8,61,90,151,960862,1151182,105601,5615,1523189,2223262,3746452
2024-03-19,Kerch Strait,chokepoint28,2024,3,19,,,13,,3,13,16,,,18157,,10173,18157,28331
2024-03-19,Korea Strait,chokepoint12,2024,3,19,60,38,44,7,56,149,205,825646,923187,107197,6718,1103624,1862750,2966375
2024-03-19,Lombok Strait,chokepoint15,2024,3,19,,31,4,,7,35,42,,2987764,19546,,70059,3007311,3077370
2024-03-19,Luzon Strait,chokepoint14,2024,3,19,11,29,4,3,29,47,76,319662,2730930,15550,,2054012,3066142,5120155
2024-03-19,Magellan Strait,chokepoint21,2024,3,19,,,1,,1,1,2,,,,,,,
2024-03-19,Makassar Strait,chokepoint20,2024,3,19,3,51,6,,7,60,67,62505,2800505,4370,,96933,2867381,2964315
2024-03-19,Malacca Strait,chokepoint5,2024,3,19,60,69,7,11,90,147,237,1752257,3439824,60252,30132,3641614,5282466,8924080
2024-03-19,Mindoro Strait,chokepoint27,2024,3,19,2,38,4,,8,44,52,9875,2221781,15844,,167535,2247502,2415037
